"Subject","Age","Gender","d_goodslf_goodoth","d_goodslf_badslf","d_goodoth_badoth","d_badslf_badoth","RT_goodslf_goodoth","RT_goodslf_badslf","RT_goodoth_badoth","RT_badslf_badoth","Val_RT_goodslf_goodoth","Val_RT_goodslf_badslf","Val_RT_goodoth_badoth","Val_RT_badslf_badoth","Id_RT_goodslf_goodoth","Id_RT_goodslf_badslf","Id_RT_goodoth_badoth","Id_RT_badslf_badoth","Val_ACC_goodslf_goodoth","Val_ACC_goodslf_badslf","Val_ACC_goodoth_badoth","Val_ACC_badslf_badoth","Id_ACC_goodslf_goodoth","Id_ACC_goodslf_badslf","Id_ACC_goodoth_badoth","Id_ACC_badslf_badoth"
7003,19,"male",-0.741285356750852,-0.651549962887646,1.24646686742489,1.15673147356169,-42.7796296296295,20.646511627907,128.68900462963,-65.2628633720931,-30.4539495798319,24.8582435791218,64.3445875251509,-9.0323943661972,12.4752415458938,-30.2972222222222,24.2260656436487,-66.9985294117647,-0.0277777777777778,-0.0416666666666667,-0.013888888888889,0,0.0416666666666666,0.0416666666666666,0.013888888888889,0.013888888888889
7004,22,"female",-0.37364664432885,0.210240328475476,0.256615731557315,-0.327271241247011,0.434931077694159,110.575232198142,62.9320054945056,47.2082956259427,48.3527777777778,-22.9706597222222,-74.6416666666667,3.3182291666667,49.9489393939394,22.8286842105263,-32.9214756258234,5.80122044241034,0.222222222222222,0.111111111111111,-0.222222222222222,-0.111111111111111,-0.0833333333333333,0.0305164319248826,-0.0416666666666667,-0.155516431924883
7005,20,"male",0.909750805691081,1.03555113821987,0.243868413258765,0.118068080729978,59.1246131171703,140.26809137804,87.7810068649885,-6.63752860411898,48.2094202898551,88.9241784037558,19.3216742375081,21.3930838763927,-25.0861111111111,44.0882877280266,18.0618055555556,51.1125932835821,0.0416666666666666,0.0138888888888888,0.0277777777777778,0.0555555555555556,0,0.0694444444444444,0.111111111111111,0.0416666666666667
7006,21,"female",-1.14973270287433,-0.087460874925116,1.27433161077455,0.212059782825333,-76.8347956131605,55.815406162465,126.636330140015,6.01387163561083,-11.2504971002485,-28.4992647058824,24.7205505761844,-41.9693181818182,-72.3194444444444,-5.52171717171711,99.740625,-32.9428977272727,-0.0416666666666667,-0.0555555555555556,0.0694444444444445,0.0833333333333334,-0.0694444444444444,-0.0416666666666666,0.0555555555555556,0.0277777777777778
7007,21,"male",-0.0842422708809764,-0.274282334355613,-0.352865766715014,-0.162825703240377,59.8236842105264,-14.2894736842105,-61.3306578947369,-12.7825,10.17,80.6624430641822,-12.3827380952381,82.8751811594203,44.1724016563147,3.74057971014491,-25.7761167002012,-14.6557052459686,0,0.0138888888888888,-0.0277777777777778,-0.0416666666666666,-0.0138888888888888,0,-0.013888888888889,-0.0277777777777778
7008,21,"male",0.77317265516238,1.58495799508264,0.853574637736718,0.0417892978164538,137.162888198758,127.537380952381,-24.1321739130435,14.5066666666667,42.0981150793651,70.2265625000001,5.92959014451549,22.1988572761195,45.7119607843137,11.5305322128851,-21.2137735849057,-12.9676549865229,0.0138888888888888,0,-0.0555555555555556,-0.0416666666666667,0.013888888888889,-0.0694444444444444,-0.0416666666666667,0.0416666666666666
7009,25,"female",-0.187815764696896,0.95278165558666,0.109010625193692,-1.03158679508986,27.1175636211932,-11.9980392156863,-47.6156028368795,8.5,40.7988888888889,53.2585714285714,-42.9064713064713,55.3661538461538,25.6523496240601,72.0500302663438,-72.0617543859649,118.459435028249,0.0972222222222222,0.0694444444444444,-0.0277777777777778,0,-0.0138888888888888,-0.0416666666666666,-0.0416666666666667,-0.013888888888889
7010,20,"female",-0.626959288140959,1.03241279354176,0.33282868977189,-1.32654339191083,-35.748275862069,89.3929045092838,61.6066627703098,63.534517601043,-68.2748015873016,-48.2949698189134,48.9054738562091,-28.925642087821,-26.3018309859155,-32.4897222222222,9.55754527162981,-15.7454365079365,-0.0277777777777778,-0.013888888888889,0.0555555555555556,0.0416666666666667,-0.013888888888889,-0.0277777777777778,0.013888888888889,0.0277777777777778
7011,27,"male",-0.385096403794534,-1.52127144846578,0.319620445359664,1.45579549003091,-58.3736434108527,-181.70251572327,42.0180878552972,-165.346960167715,-20.0337944664032,7.22604236343375,19.0164884135472,8.24334841628968,98.3079923273658,-28.6514279624894,-69.5947570332481,-57.364663256607,0.0416666666666667,0.0555555555555556,-0.0277777777777778,-0.0416666666666666,-0.013888888888889,-0.013888888888889,0.013888888888889,0.013888888888889
7012,22,"female",1.76418059595215,1.80671498541197,0.547313792907364,0.504779403447545,163.988326585695,149.753403508772,6.19660633484159,-20.4315294117647,32.5156862745098,-22.0192476990796,-39.0191176470588,-15.5158163265306,64.4257129499766,70.5071235568656,-27.4899641577061,33.5713747645951,0,0.0277777777777778,-0.0240610328638498,-0.0518388106416275,0.0972222222222222,0.138888888888889,-0.0138888888888888,-0.0555555555555556
