stat,observed,mean,std,SEM,MSE,credible,quantile,mahalanobis
accuracy,0.506382405757904,0.5059778690338135,0.46704936027526855,1.6363841837119253e-07,0.2181352823972702,True,49.96341323852539,0.0008661235915496945
mean_ub,0.48784181475639343,0.5050250887870789,0.11152845621109009,0.00029526479193009436,0.012733859941363335,True,47.950469970703125,0.15407073497772217
std_ub,0.13731367886066437,0.15120191872119904,0.09711658209562302,0.0001928832643898204,0.009624513797461987,True,46.299983978271484,0.1430058777332306
10q_ub,0.3387799859046936,0.36476683616638184,0.10383667051792145,0.0006753156776539981,0.011457371525466442,True,43.9503059387207,0.2502664625644684
30q_ub,0.4081000089645386,0.41233038902282715,0.10171151161193848,1.7896190911415033e-05,0.010363128036260605,True,54.975833892822266,0.04159203916788101
50q_ub,0.4666999876499176,0.46600714325904846,0.1078374981880188,4.800504598279076e-07,0.011629408225417137,True,56.11237335205078,0.006425007712095976
70q_ub,0.5346199870109558,0.5424383282661438,0.12949658930301666,6.112625851528719e-05,0.01683049276471138,True,52.12195587158203,0.06037478148937225
90q_ub,0.6592000126838684,0.6902557015419006,0.20148755609989166,0.0009644565870985389,0.04156168922781944,True,47.88918685913086,0.15413211286067963
mean_lb,-0.5179312229156494,-0.5343101024627686,0.12376152724027634,0.00026826755492947996,0.015585184097290039,True,50.512149810791016,0.13234221935272217
std_lb,0.13953067362308502,0.1543876975774765,0.10079452395439148,0.0002207312936661765,0.010380266234278679,True,45.004493713378906,0.1473991572856903
10q_lb,0.36155998706817627,0.3876311480998993,0.1167161613702774,0.0006797047681175172,0.014302369207143784,True,44.69057083129883,0.223372220993042
30q_lb,0.4387899935245514,0.4396879971027374,0.11329492181539536,8.063988161666202e-07,0.012836546637117863,True,57.91661071777344,0.00792619027197361
50q_lb,0.5005000233650208,0.49651798605918884,0.12025529891252518,1.5856434401939623e-05,0.014477192424237728,True,58.96744155883789,0.03311300277709961
70q_lb,0.5654000043869019,0.5755987167358398,0.14357076585292816,0.00010401382314739749,0.020716577768325806,True,52.91152572631836,0.07103616744279861
90q_lb,0.6998400092124939,0.7252136468887329,0.21554149687290192,0.0006438219570554793,0.047101959586143494,True,49.82682800292969,0.11772046983242035
