"subj_idx","match","val","id","rt","response"
7304,"match","Good","Other",0.8167,1
7304,"match","Bad","Other",0.8728,0
7304,"match","Good","Self",0.4951,1
7304,"match","Bad","Other",0.8713,0
7304,"match","Good","Self",0.5954,1
7304,"match","Bad","Other",0.6875,1
7304,"match","Bad","Self",0.7439,0
7304,"match","Bad","Self",0.8926,0
7304,"match","Good","Other",0.8527,0
7304,"match","Bad","Self",0.407,0
7304,"match","Good","Self",0.3611,1
7304,"match","Good","Other",0.9631,1
7304,"match","Bad","Other",0.7173,0
7304,"match","Bad","Self",0.7979,1
7304,"match","Good","Self",0.6882,1
7304,"match","Good","Other",0.6884,0
7304,"match","Bad","Other",0.8164,1
7304,"match","Good","Other",0.6148,1
7304,"match","Bad","Self",0.6229,1
7304,"match","Bad","Other",0.6112,0
7304,"match","Good","Self",0.5754,1
7304,"match","Bad","Self",0.6337,1
7304,"match","Good","Self",0.7498,1
7304,"match","Good","Other",0.6819,1
7304,"match","Bad","Other",0.6201,0
7304,"match","Bad","Self",0.7542,1
7304,"match","Good","Other",0.6825,1
7304,"match","Bad","Self",0.6188,1
7304,"match","Bad","Other",0.9591,1
7304,"match","Good","Other",0.8971,0
7304,"match","Bad","Self",0.7594,1
7304,"match","Good","Self",0.5276,1
7304,"match","Good","Self",0.4998,1
7304,"match","Good","Self",0.5782,1
7304,"match","Bad","Other",0.8526,1
7304,"match","Good","Other",0.6608,0
7304,"match","Bad","Other",0.7318,1
7304,"match","Good","Self",0.5501,1
7304,"match","Bad","Self",0.9543,1
7304,"match","Bad","Other",0.9184,1
7304,"match","Good","Other",0.7604,1
7304,"match","Good","Other",0.8693,1
7304,"match","Good","Self",0.6174,1
7304,"match","Bad","Other",0.8956,1
7304,"match","Bad","Self",0.6877,1
7304,"match","Bad","Self",0.5997,0
7304,"match","Good","Self",0.578,1
7304,"match","Good","Other",0.8884,1
7304,"match","Good","Other",0.7312,0
7304,"match","Good","Self",0.5393,1
7304,"match","Bad","Self",0.7455,0
7304,"match","Good","Other",0.7196,1
7304,"match","Good","Self",0.5279,1
7304,"match","Good","Other",0.96,1
7304,"match","Bad","Self",0.6501,1
7304,"match","Bad","Other",0.6664,1
7304,"match","Bad","Other",0.8048,1
7304,"match","Good","Self",0.6228,1
7304,"match","Bad","Other",0.565,0
7304,"match","Bad","Self",0.6791,0
7304,"match","Good","Other",0.8856,1
7304,"match","Good","Self",0.496,1
7304,"match","Good","Other",0.8721,1
7304,"match","Good","Self",0.5605,1
7304,"match","Good","Other",0.7211,1
7304,"match","Bad","Self",0.7231,1
7304,"match","Bad","Other",0.7774,1
7304,"match","Bad","Other",0.7995,1
7304,"match","Bad","Self",0.6257,1
7304,"match","Good","Self",0.6799,1
7304,"match","Bad","Other",0.874,1
7304,"match","Bad","Self",0.7442,1
7304,"match","Bad","Self",0.7347,1
7304,"match","Good","Other",0.8809,0
7304,"match","Bad","Self",0.811,1
7304,"match","Bad","Other",0.8333,1
7304,"match","Good","Other",0.8155,1
7304,"match","Good","Self",0.6557,1
7304,"match","Good","Self",0.6158,1
7304,"match","Bad","Other",0.8241,1
7304,"match","Bad","Other",0.8508,0
7304,"match","Good","Self",0.6112,1
7304,"match","Good","Other",0.8992,1
7304,"match","Good","Self",0.5295,1
7304,"match","Bad","Other",0.7997,1
7304,"match","Bad","Self",0.6163,1
7304,"match","Good","Self",0.3586,1
7304,"match","Bad","Self",0.6489,1
7304,"match","Good","Other",0.6251,1
7304,"match","Bad","Other",0.5591,0
7304,"match","Bad","Self",0.5533,1
7304,"match","Good","Other",0.5535,1
7304,"match","Good","Self",0.3437,1
7304,"match","Good","Self",0.6184,1
7304,"match","Bad","Other",0.8546,1
7304,"match","Good","Other",0.8307,0
7304,"match","Bad","Other",0.8988,1
7304,"match","Good","Other",0.6729,1
7304,"match","Bad","Self",0.3612,1
7304,"match","Good","Self",0.3876,1
7304,"match","Bad","Other",0.3661,0
7304,"match","Bad","Self",0.8239,0
7304,"match","Bad","Self",0.6541,1
7304,"match","Good","Self",0.4462,1
7304,"match","Good","Other",0.8163,1
7304,"match","Good","Self",0.7853,0
7304,"match","Good","Other",0.2336,0
7304,"match","Good","Self",0.3518,1
7304,"match","Bad","Other",0.8359,0
7304,"match","Bad","Self",0.56,1
7304,"match","Good","Other",0.7961,1
7304,"match","Bad","Self",0.5844,1
7304,"match","Bad","Other",0.6064,1
7304,"match","Bad","Other",0.6166,1
7304,"match","Bad","Self",0.8248,1
7304,"match","Good","Self",0.659,1
7304,"match","Good","Other",0.9114,0
7304,"match","Good","Self",0.49,1
7304,"match","Good","Self",0.5942,1
7304,"match","Good","Other",0.8384,1
7304,"match","Bad","Self",0.7286,1
7304,"match","Bad","Self",0.6571,1
7304,"match","Good","Self",0.5913,1
7304,"match","Good","Other",0.8273,1
7304,"match","Bad","Other",0.88,1
7304,"match","Bad","Self",0.8264,1
7304,"match","Bad","Other",0.6724,0
7304,"match","Good","Other",0.8926,0
7304,"match","Bad","Other",0.7406,1
7304,"match","Good","Other",0.7388,1
7304,"match","Bad","Self",0.7332,1
7304,"match","Good","Other",0.8073,1
7304,"match","Good","Other",0.8395,1
7304,"match","Bad","Self",0.6816,1
7304,"match","Good","Self",0.6061,1
7304,"match","Good","Self",0.5042,1
7304,"match","Bad","Other",0.7605,1
7304,"match","Bad","Other",0.8107,0
7304,"match","Bad","Self",0.6233,1
7304,"match","Good","Self",0.5575,1
7304,"match","Bad","Other",0.6475,0
7304,"match","Bad","Other",0.6637,1
7304,"match","Good","Self",0.6781,1
7304,"match","Good","Self",0.4602,1
7304,"match","Bad","Other",0.8648,0
7304,"match","Bad","Self",0.895,0
7304,"match","Good","Other",0.6832,1
7304,"match","Good","Self",0.5973,1
7304,"match","Bad","Self",0.7797,1
7304,"match","Bad","Self",0.5458,0
7304,"match","Bad","Other",0.6719,1
7304,"match","Good","Other",0.8454,1
7304,"match","Bad","Self",0.7918,1
7304,"match","Bad","Other",0.7366,1
7304,"match","Bad","Self",0.8567,0
7304,"match","Good","Other",0.7207,1
7304,"match","Good","Self",0.5634,1
7304,"match","Bad","Self",0.7095,1
7304,"match","Good","Self",0.6557,1
7304,"match","Good","Other",0.8078,1
7304,"match","Good","Self",0.552,1
7304,"match","Bad","Other",0.9321,1
7304,"match","Good","Other",0.8122,1
7304,"match","Bad","Other",0.6304,1
7304,"match","Good","Other",0.7466,1
7304,"match","Good","Other",0.5251,1
7304,"match","Good","Self",0.5294,1
7304,"match","Bad","Self",0.8894,0
7304,"match","Bad","Other",0.6815,1
7304,"match","Bad","Other",0.7822,1
7304,"match","Good","Self",0.5164,1
7304,"match","Good","Self",0.4886,1
7304,"match","Bad","Self",0.6487,1
7304,"match","Bad","Self",0.8849,1
7304,"match","Bad","Other",0.533,0
7304,"match","Good","Self",0.4433,1
7304,"match","Good","Self",0.5493,1
7304,"match","Bad","Self",0.6556,1
7304,"match","Good","Other",0.7638,1
7304,"match","Bad","Self",0.6219,1
7304,"match","Good","Other",0.7561,1
7304,"match","Good","Other",0.6344,1
7304,"match","Good","Self",0.601,1
7304,"match","Bad","Other",0.7454,1
7304,"match","Bad","Other",0.7755,1
7304,"match","Bad","Self",0.6876,1
7304,"match","Good","Other",0.7597,1
7304,"match","Good","Other",0.5858,1
7304,"match","Good","Self",0.5761,1
7304,"match","Good","Self",0.5988,1
7304,"match","Bad","Other",0.8331,0
7304,"match","Good","Other",0.7234,0
7304,"match","Bad","Other",0.9036,1
7304,"match","Bad","Self",0.9577,1
7304,"match","Bad","Self",0.6399,1
7304,"match","Good","Self",0.5202,1
7304,"match","Bad","Other",0.9176,1
7304,"match","Bad","Self",0.9117,1
7304,"match","Good","Other",0.7283,1
7304,"match","Good","Self",0.5284,1
7304,"match","Bad","Other",0.8084,1
7304,"match","Good","Self",0.5409,1
7304,"match","Bad","Self",0.811,0
7304,"match","Good","Other",0.8592,1
7304,"match","Good","Other",0.7693,1
7304,"match","Bad","Other",0.9294,1
7304,"match","Bad","Self",0.6736,1
7304,"match","Good","Self",0.5499,1
7304,"match","Bad","Self",0.6402,1
7304,"match","Good","Other",0.6104,1
7304,"match","Good","Other",0.6904,1
7304,"match","Bad","Other",0.6588,1
7304,"match","Bad","Other",1.009,0
7304,"match","Good","Other",0.6812,1
7304,"match","Bad","Self",0.6594,1
7304,"match","Good","Self",0.6039,1
7304,"match","Bad","Self",0.99,1
7304,"match","Good","Self",0.5044,1
7304,"match","Good","Self",0.4705,1
7304,"match","Bad","Other",0.7168,1
7304,"match","Bad","Other",0.7804,1
7304,"match","Bad","Other",0.699,1
7304,"match","Good","Self",0.5812,1
7304,"match","Bad","Other",0.7334,1
7304,"match","Bad","Self",0.6375,1
7304,"match","Bad","Self",0.8076,1
7304,"match","Good","Self",0.5281,1
7304,"match","Good","Other",0.7281,0
7304,"match","Good","Self",0.7043,1
7304,"match","Good","Other",0.7265,1
7304,"match","Good","Other",0.6727,1
7304,"match","Bad","Self",0.653,1
7304,"match","Bad","Other",0.8873,1
7304,"match","Bad","Self",0.8495,1
7304,"match","Good","Other",0.694,1
7304,"match","Good","Self",0.5462,1
7304,"match","Bad","Self",0.9843,1
7304,"match","Bad","Self",0.6945,1
7304,"match","Good","Self",0.7827,1
7304,"match","Bad","Other",0.765,1
7304,"match","Good","Other",0.7751,1
7304,"match","Good","Self",0.6633,1
7304,"match","Good","Other",0.7976,1
7304,"match","Bad","Self",0.7516,1
7304,"match","Bad","Self",0.6277,0
7304,"match","Bad","Other",0.8119,1
7304,"match","Good","Self",0.5422,1
7304,"match","Good","Self",0.5306,1
7304,"match","Good","Other",0.6807,1
7304,"match","Good","Other",0.847,1
7304,"match","Bad","Other",0.7051,1
7304,"match","Bad","Self",0.6438,1
7304,"match","Bad","Other",0.694,1
7304,"match","Good","Other",0.8941,1
7304,"match","Good","Self",0.5663,1
7304,"match","Good","Self",0.4564,1
7304,"match","Bad","Self",0.6085,1
7304,"match","Bad","Self",0.6233,1
7304,"match","Good","Self",0.4854,1
7304,"match","Good","Self",0.4076,1
7304,"match","Bad","Self",0.586,1
7304,"match","Bad","Other",0.7422,1
7304,"match","Good","Other",0.6203,1
7304,"match","Good","Other",0.5864,1
7304,"match","Good","Other",0.6965,1
7304,"match","Bad","Other",0.7787,1
7304,"match","Bad","Other",0.6028,1
7304,"match","Bad","Other",0.7824,1
7304,"match","Good","Other",0.8925,1
7304,"match","Bad","Self",0.6287,1
7304,"match","Good","Self",0.4248,1
7304,"match","Good","Self",0.5749,1
7304,"match","Bad","Other",0.655,0
7304,"match","Bad","Other",0.6532,1
7304,"match","Bad","Self",0.5616,1
7304,"match","Good","Self",0.4758,1
7304,"match","Good","Other",0.7518,1
7304,"match","Bad","Self",0.8307,1
7304,"match","Good","Other",0.6188,1
7304,"match","Bad","Self",0.5392,1
7304,"match","Good","Self",0.6933,1
7304,"match","Good","Self",0.5298,1
7304,"match","Bad","Other",0.7681,0
7304,"match","Good","Other",0.8944,1
7304,"match","Bad","Other",0.6225,1
7304,"match","Good","Other",0.5867,1
7304,"match","Good","Other",0.5449,1
7304,"match","Bad","Self",0.6512,1
7304,"match","Good","Self",0.4514,1
7304,"match","Bad","Other",0.7555,0
7304,"match","Bad","Self",0.5957,1
7305,"match","Good","Other",0.7289,0
7305,"match","Bad","Self",0.6498,0
7305,"match","Bad","Other",0.621,1
7305,"match","Bad","Other",0.4502,1
7305,"match","Good","Self",0.7558,0
7305,"match","Good","Self",0.7437,1
7305,"match","Good","Self",0.9073,1
7305,"match","Bad","Other",0.9838,0
7305,"match","Bad","Self",0.9402,0
7305,"match","Bad","Self",0.7254,0
7305,"match","Good","Other",0.7886,0
7305,"match","Good","Other",0.5731,1
7305,"match","Bad","Other",0.8034,1
7305,"match","Good","Self",0.8403,1
7305,"match","Bad","Other",0.6418,1
7305,"match","Good","Other",0.5529,1
7305,"match","Bad","Self",0.7501,0
7305,"match","Bad","Self",0.4898,1
7305,"match","Good","Self",0.7723,1
7305,"match","Bad","Self",0.7937,1
7305,"match","Good","Other",0.6024,1
7305,"match","Good","Other",0.5796,1
7305,"match","Good","Self",0.6159,1
7305,"match","Bad","Other",0.826,1
7305,"match","Good","Other",0.6883,1
7305,"match","Good","Other",0.464,1
7305,"match","Bad","Self",0.762,0
7305,"match","Bad","Other",0.7381,1
7305,"match","Bad","Other",0.4534,1
7305,"match","Bad","Self",1.0715,1
7305,"match","Good","Self",0.6138,1
7305,"match","Good","Other",0.4624,1
7305,"match","Bad","Self",0.7357,1
7305,"match","Bad","Other",0.6745,1
7305,"match","Good","Self",0.8006,0
7305,"match","Good","Self",0.6832,1
7305,"match","Good","Self",0.6172,1
7305,"match","Bad","Other",0.6582,1
7305,"match","Bad","Self",0.8922,1
7305,"match","Good","Other",0.6421,1
7305,"match","Bad","Other",0.5508,1
7305,"match","Bad","Self",0.7705,0
7305,"match","Good","Other",0.5449,1
7305,"match","Bad","Self",0.4485,0
7305,"match","Good","Other",0.4563,1
7305,"match","Bad","Other",0.6266,1
7305,"match","Good","Self",0.7119,1
7305,"match","Good","Self",0.7068,1
7305,"match","Good","Other",0.451,1
7305,"match","Bad","Self",0.6968,1
7305,"match","Good","Self",0.6213,1
7305,"match","Bad","Self",0.6105,1
7305,"match","Bad","Self",0.4676,1
7305,"match","Bad","Other",0.6295,1
7305,"match","Good","Other",0.4894,1
7305,"match","Bad","Other",0.4579,1
7305,"match","Bad","Other",0.6694,1
7305,"match","Good","Self",0.6689,1
7305,"match","Good","Self",0.5148,1
7305,"match","Good","Other",0.6658,1
7305,"match","Bad","Other",0.6069,1
7305,"match","Good","Self",0.6447,1
7305,"match","Good","Other",0.6704,1
7305,"match","Bad","Self",0.7965,1
7305,"match","Bad","Self",0.5088,1
7305,"match","Good","Self",0.5297,1
7305,"match","Bad","Other",0.5274,1
7305,"match","Bad","Self",0.5563,1
7305,"match","Good","Self",0.5803,1
7305,"match","Good","Other",0.5974,1
7305,"match","Bad","Other",0.6479,1
7305,"match","Good","Other",0.5314,1
7305,"match","Good","Other",0.5587,0
7305,"match","Good","Self",0.5788,1
7305,"match","Bad","Self",0.5591,1
7305,"match","Bad","Self",0.6669,1
7305,"match","Good","Other",0.6434,1
7305,"match","Good","Self",0.5708,1
7305,"match","Good","Self",0.4194,1
7305,"match","Bad","Other",0.7565,1
7305,"match","Bad","Self",0.6554,1
7305,"match","Good","Other",0.5332,1
7305,"match","Bad","Other",0.5046,0
7305,"match","Bad","Other",0.517,1
7305,"match","Bad","Other",0.5707,1
7305,"match","Bad","Self",0.6074,1
7305,"match","Good","Other",0.8179,0
7305,"match","Bad","Other",0.6349,1
7305,"match","Good","Self",0.7027,0
7305,"match","Good","Self",0.719,1
7305,"match","Bad","Self",0.3982,1
7305,"match","Bad","Other",0.555,1
7305,"match","Good","Other",0.6028,1
7305,"match","Bad","Self",0.5036,1
7305,"match","Good","Other",0.5225,1
7305,"match","Good","Self",0.4845,1
7305,"match","Good","Self",0.4949,1
7305,"match","Bad","Self",0.523,1
7305,"match","Bad","Other",0.5149,1
7305,"match","Good","Other",0.6259,1
7305,"match","Good","Self",0.4724,1
7305,"match","Bad","Other",0.5505,1
7305,"match","Bad","Self",0.3799,1
7305,"match","Good","Other",0.4964,1
7305,"match","Good","Other",0.607,1
7305,"match","Bad","Self",0.4438,1
7305,"match","Good","Self",0.4336,1
7305,"match","Bad","Other",0.6287,1
7305,"match","Good","Other",0.7226,1
7305,"match","Bad","Other",0.5619,1
7305,"match","Good","Other",0.4613,1
7305,"match","Bad","Self",0.6072,1
7305,"match","Bad","Self",0.575,1
7305,"match","Good","Self",0.5314,1
7305,"match","Bad","Self",0.5267,1
7305,"match","Good","Other",0.4822,1
7305,"match","Good","Self",0.4732,1
7305,"match","Good","Self",0.5743,1
7305,"match","Bad","Other",0.7787,1
7305,"match","Bad","Other",0.5351,1
7305,"match","Bad","Self",0.571,1
7305,"match","Bad","Other",0.5871,1
7305,"match","Bad","Other",0.4836,1
7305,"match","Good","Other",0.5717,1
7305,"match","Bad","Self",0.6026,1
7305,"match","Good","Self",0.6152,1
7305,"match","Good","Self",0.5921,0
7305,"match","Good","Other",0.7366,1
7305,"match","Bad","Self",0.6394,1
7305,"match","Good","Self",0.5692,1
7305,"match","Good","Other",0.5547,1
7305,"match","Bad","Other",0.6065,1
7305,"match","Bad","Self",0.5713,1
7305,"match","Good","Self",0.5305,1
7305,"match","Bad","Self",0.486,1
7305,"match","Good","Self",0.4965,1
7305,"match","Bad","Self",0.4509,1
7305,"match","Good","Other",1.0367,1
7305,"match","Good","Other",0.4863,1
7305,"match","Good","Self",0.4795,1
7305,"match","Bad","Other",0.5408,1
7305,"match","Good","Other",0.549,1
7305,"match","Bad","Other",0.625,1
7305,"match","Bad","Other",0.7584,1
7305,"match","Good","Self",0.4616,1
7305,"match","Bad","Self",0.3913,1
7305,"match","Bad","Other",0.4882,1
7305,"match","Good","Self",0.4521,1
7305,"match","Good","Other",0.5099,1
7305,"match","Bad","Other",0.6051,1
7305,"match","Bad","Other",0.5107,1
7305,"match","Bad","Self",0.6215,1
7305,"match","Bad","Self",0.5967,1
7305,"match","Good","Other",0.6534,1
7305,"match","Good","Self",0.5321,1
7305,"match","Good","Other",0.7654,1
7305,"match","Good","Self",0.51,1
7305,"match","Good","Self",0.5446,1
7305,"match","Good","Self",0.4036,1
7305,"match","Good","Other",0.6395,0
7305,"match","Bad","Self",0.6811,1
7305,"match","Good","Other",0.7394,1
7305,"match","Bad","Self",0.6564,1
7305,"match","Bad","Other",0.7544,1
7305,"match","Bad","Self",0.4374,1
7305,"match","Bad","Other",0.655,1
7305,"match","Good","Other",0.5247,1
7305,"match","Bad","Other",0.6599,1
7305,"match","Bad","Other",0.4299,1
7305,"match","Good","Other",0.6032,1
7305,"match","Good","Other",0.6048,1
7305,"match","Bad","Self",0.6495,1
7305,"match","Bad","Other",0.6004,1
7305,"match","Good","Other",0.5145,1
7305,"match","Good","Self",0.6371,1
7305,"match","Bad","Other",0.5986,1
7305,"match","Bad","Self",0.5352,1
7305,"match","Bad","Self",0.5226,1
7305,"match","Good","Self",0.6178,1
7305,"match","Good","Self",0.408,1
7305,"match","Good","Other",0.5419,1
7305,"match","Good","Self",0.6536,1
7305,"match","Bad","Other",0.7313,1
7305,"match","Good","Other",0.3937,1
7305,"match","Bad","Other",0.5493,1
7305,"match","Bad","Self",0.8129,0
7305,"match","Bad","Self",0.5608,1
7305,"match","Good","Other",0.4207,1
7305,"match","Bad","Other",0.5779,1
7305,"match","Good","Self",0.6063,1
7305,"match","Good","Other",0.4779,1
7305,"match","Bad","Other",0.6441,1
7305,"match","Good","Self",0.5939,1
7305,"match","Bad","Self",0.6824,1
7305,"match","Good","Other",0.5169,1
7305,"match","Good","Other",0.572,1
7305,"match","Good","Self",0.5241,1
7305,"match","Good","Self",0.8365,1
7305,"match","Bad","Self",1.0061,0
7305,"match","Bad","Other",0.6348,1
7305,"match","Bad","Other",0.9622,1
7305,"match","Bad","Self",0.6423,1
7305,"match","Bad","Self",0.6409,1
7305,"match","Good","Other",0.6264,1
7305,"match","Bad","Self",0.5743,1
7305,"match","Bad","Other",0.6781,1
7305,"match","Good","Self",0.9556,1
7305,"match","Good","Self",0.4989,1
7305,"match","Bad","Other",0.5295,1
7305,"match","Good","Other",0.821,1
7305,"match","Good","Self",0.5943,1
7305,"match","Good","Other",0.5308,1
7305,"match","Bad","Other",0.7607,1
7305,"match","Bad","Self",0.6547,1
7305,"match","Good","Other",0.9256,1
7305,"match","Bad","Other",0.6416,1
7305,"match","Good","Self",0.5233,1
7305,"match","Bad","Self",0.6583,1
7305,"match","Bad","Self",0.5324,1
7305,"match","Good","Self",0.38,1
7305,"match","Bad","Other",0.5423,1
7305,"match","Good","Other",0.7178,1
7305,"match","Bad","Other",0.901,1
7305,"match","Good","Self",0.4837,1
7305,"match","Good","Other",0.4221,1
7305,"match","Good","Other",0.8235,1
7305,"match","Bad","Other",0.6286,1
7305,"match","Bad","Other",0.5059,0
7305,"match","Bad","Self",0.5648,1
7305,"match","Bad","Other",0.7515,1
7305,"match","Bad","Self",0.5208,1
7305,"match","Good","Other",0.5724,1
7305,"match","Good","Self",0.5485,1
7305,"match","Good","Self",0.62,1
7305,"match","Good","Self",0.4771,1
7305,"match","Good","Other",0.5794,1
7305,"match","Bad","Self",0.9089,1
7305,"match","Bad","Other",0.8738,1
7305,"match","Bad","Other",0.5253,1
7305,"match","Good","Other",0.4125,1
7305,"match","Good","Other",0.632,1
7305,"match","Bad","Self",0.7333,1
7305,"match","Bad","Self",0.5016,1
7305,"match","Good","Other",0.4259,1
7305,"match","Good","Self",0.5513,1
7305,"match","Good","Self",0.4131,1
7305,"match","Good","Self",0.5313,1
7305,"match","Bad","Other",0.9025,1
7305,"match","Bad","Other",0.4586,1
7305,"match","Good","Other",0.5646,1
7305,"match","Good","Other",0.4126,1
7305,"match","Good","Other",0.5096,1
7305,"match","Good","Self",0.4949,1
7305,"match","Bad","Other",0.6455,1
7305,"match","Good","Self",0.7289,1
7305,"match","Bad","Other",0.6491,1
7305,"match","Bad","Self",0.7588,1
7305,"match","Bad","Self",0.4588,1
7305,"match","Bad","Self",0.6181,1
7305,"match","Good","Self",0.7369,0
7305,"match","Good","Other",0.5481,1
7305,"match","Bad","Self",0.4917,1
7305,"match","Good","Self",0.5144,1
7305,"match","Bad","Self",0.7011,1
7305,"match","Good","Self",0.4449,1
7305,"match","Bad","Other",0.71,1
7305,"match","Bad","Other",0.6749,1
7305,"match","Good","Other",0.9531,1
7305,"match","Bad","Self",0.4954,1
7305,"match","Bad","Other",0.6247,1
7305,"match","Good","Other",0.702,1
7305,"match","Good","Self",0.7246,1
7305,"match","Bad","Self",0.5499,1
7305,"match","Bad","Other",0.6055,1
7305,"match","Bad","Self",0.5921,1
7305,"match","Good","Self",0.6965,1
7305,"match","Good","Other",0.7673,1
7305,"match","Good","Other",0.4602,1
7305,"match","Good","Self",0.5981,1
7305,"match","Bad","Self",0.6271,1
7305,"match","Good","Self",0.5533,1
7305,"match","Bad","Other",0.6692,1
7305,"match","Bad","Other",0.6116,1
7305,"match","Good","Other",0.4772,1
7305,"match","Bad","Other",0.7713,1
7305,"match","Good","Other",0.5233,1
7305,"match","Bad","Other",1.0345,1
7305,"match","Good","Self",0.556,1
7305,"match","Good","Self",0.44,1
7305,"match","Bad","Other",0.7501,1
7305,"match","Good","Other",0.6819,1
7305,"match","Bad","Self",0.6082,1
7305,"match","Bad","Self",0.6724,1
7305,"match","Good","Other",0.8707,1
7305,"match","Bad","Self",0.9169,1
7305,"match","Good","Self",0.604,1
7306,"match","Bad","Self",0.8691,0
7306,"match","Good","Other",0.5514,1
7306,"match","Bad","Other",0.9121,1
7306,"match","Bad","Other",0.8184,1
7306,"match","Good","Other",0.5306,1
7306,"match","Bad","Self",0.8908,1
7306,"match","Bad","Other",0.8232,1
7306,"match","Good","Self",0.7675,1
7306,"match","Good","Self",1.0797,0
7306,"match","Good","Self",0.5219,1
7306,"match","Good","Other",0.5481,1
7306,"match","Bad","Self",0.8063,1
7306,"match","Good","Self",0.7329,0
7306,"match","Good","Self",1.0472,1
7306,"match","Bad","Self",0.5958,1
7306,"match","Good","Self",0.6639,1
7306,"match","Bad","Self",0.758,1
7306,"match","Good","Other",0.4403,1
7306,"match","Bad","Other",0.9927,1
7306,"match","Good","Other",0.4448,1
7306,"match","Good","Other",0.6389,1
7306,"match","Bad","Other",0.7533,1
7306,"match","Good","Other",0.4897,1
7306,"match","Bad","Self",0.8721,1
7306,"match","Bad","Other",0.7687,1
7306,"match","Bad","Other",0.5849,1
7306,"match","Good","Self",0.639,1
7306,"match","Good","Self",0.8812,1
7306,"match","Good","Self",0.6676,0
7306,"match","Bad","Other",0.912,1
7306,"match","Bad","Self",0.7881,1
7306,"match","Bad","Self",0.8405,1
7306,"match","Good","Other",0.4988,1
7306,"match","Good","Other",0.5448,1
7306,"match","Bad","Other",0.9359,1
7306,"match","Good","Self",0.7922,1
7306,"match","Bad","Other",0.6442,1
7306,"match","Good","Other",0.4765,1
7306,"match","Bad","Self",0.4329,1
7306,"match","Bad","Self",0.469,1
7306,"match","Good","Self",0.6651,1
7306,"match","Bad","Self",0.7654,1
7306,"match","Good","Other",0.4636,1
7306,"match","Good","Other",0.5621,1
7306,"match","Good","Self",0.8204,1
7306,"match","Bad","Other",1.0505,0
7306,"match","Good","Other",0.6393,1
7306,"match","Good","Other",0.5695,1
7306,"match","Bad","Self",0.8977,1
7306,"match","Bad","Other",0.8798,1
7306,"match","Bad","Other",0.394,1
7306,"match","Bad","Self",0.5962,1
7306,"match","Good","Self",0.8403,1
7306,"match","Good","Other",0.4406,1
7306,"match","Bad","Self",1.0371,1
7306,"match","Bad","Other",0.5477,0
7306,"match","Good","Self",0.6798,0
7306,"match","Good","Self",0.6721,1
7306,"match","Bad","Self",0.9467,1
7306,"match","Good","Other",0.529,1
7306,"match","Bad","Other",0.6536,1
7306,"match","Bad","Self",0.7577,1
7306,"match","Good","Other",0.5041,1
7306,"match","Bad","Self",0.5421,1
7306,"match","Good","Other",0.4824,1
7306,"match","Bad","Other",0.6829,1
7306,"match","Good","Self",0.6931,1
7306,"match","Good","Self",0.9652,0
7306,"match","Good","Other",0.5036,1
7306,"match","Bad","Self",0.9817,1
7306,"match","Good","Self",0.85,1
7306,"match","Bad","Self",0.7302,1
7306,"match","Bad","Self",0.5863,1
7306,"match","Bad","Other",0.8325,1
7306,"match","Good","Other",0.7507,1
7306,"match","Bad","Other",0.9032,1
7306,"match","Bad","Other",0.7697,1
7306,"match","Good","Self",0.8042,0
7306,"match","Good","Self",0.8404,1
7306,"match","Good","Other",0.4826,1
7306,"match","Bad","Other",0.725,1
7306,"match","Good","Self",0.7252,1
7306,"match","Good","Other",0.6175,1
7306,"match","Bad","Self",0.7276,1
7306,"match","Bad","Self",0.7459,1
7306,"match","Good","Self",0.6181,1
7306,"match","Bad","Other",0.8124,1
7306,"match","Bad","Self",0.7767,1
7306,"match","Good","Self",0.7672,0
7306,"match","Good","Other",0.5795,1
7306,"match","Bad","Other",0.7298,1
7306,"match","Good","Other",0.56,1
7306,"match","Good","Other",0.5629,1
7306,"match","Good","Self",0.6011,0
7306,"match","Bad","Self",0.5792,1
7306,"match","Bad","Self",0.7454,1
7306,"match","Good","Other",0.532,1
7306,"match","Good","Self",0.5966,1
7306,"match","Good","Self",0.8468,0
7306,"match","Bad","Other",0.7609,1
7306,"match","Bad","Self",0.6733,1
7306,"match","Good","Other",0.4854,1
7306,"match","Bad","Other",0.6795,1
7306,"match","Bad","Other",0.5978,1
7306,"match","Bad","Other",0.564,1
7306,"match","Bad","Self",0.7903,1
7306,"match","Good","Other",0.6166,1
7306,"match","Bad","Other",0.6729,1
7306,"match","Good","Self",0.8475,1
7306,"match","Good","Self",0.7779,1
7306,"match","Bad","Self",0.7841,1
7306,"match","Bad","Other",0.8142,1
7306,"match","Good","Other",0.6326,1
7306,"match","Bad","Self",0.9086,0
7306,"match","Good","Other",0.5768,1
7306,"match","Good","Self",0.7812,1
7306,"match","Good","Self",0.8835,0
7306,"match","Bad","Self",0.6978,1
7306,"match","Bad","Other",0.7703,1
7306,"match","Good","Other",0.6024,1
7306,"match","Good","Self",0.8249,1
7306,"match","Bad","Other",0.719,1
7306,"match","Bad","Self",0.8793,1
7306,"match","Good","Other",0.5555,1
7306,"match","Good","Other",0.6156,1
7306,"match","Bad","Self",0.7518,1
7306,"match","Good","Self",0.986,1
7306,"match","Bad","Other",0.9044,1
7306,"match","Good","Other",0.5529,1
7306,"match","Bad","Other",0.901,1
7306,"match","Good","Other",0.5753,1
7306,"match","Bad","Self",0.7674,1
7306,"match","Bad","Self",0.7558,1
