,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(Self.Bad).7332,2.02500640198,0.248203581514,1.54113409488,1.85997416888,2.02533767301,2.18891872051,2.51616764927,0.00348760170672
v_subj(Self.Good).7332,2.64598550698,0.26924911856,2.11540462383,2.46886711977,2.64444021837,2.82532934239,3.16186107585,0.00431427804811
v_subj(Self.Bad).7333,1.88463604731,0.243697517949,1.40933678771,1.7231352467,1.88440896064,2.04711173324,2.36165848458,0.00372386502686
v_subj(Self.Good).7333,2.73157164682,0.291167485774,2.18627501786,2.53253551908,2.73023974727,2.92352890078,3.3097799399,0.00433615590796
v_subj(Self.Bad).7334,1.96100509864,0.241312423097,1.4980222299,1.79563168642,1.95923409577,2.12023465726,2.44409243543,0.00416926493141
v_subj(Self.Good).7334,2.98885380009,0.2837120638,2.44028038531,2.79853306805,2.98788893687,3.16871945286,3.56801807109,0.00544230716358
v_subj(Self.Bad).7335,1.08982481996,0.250598879118,0.607169167948,0.924857527328,1.08710571388,1.25628882367,1.58840871347,0.00362488477343
v_subj(Self.Good).7335,2.5518174755,0.280381794291,2.01704520262,2.36071016395,2.5480552207,2.73780795689,3.11464583911,0.00421829347493
v_subj(Self.Bad).7336,1.95552684262,0.27063735309,1.41954795726,1.77316477195,1.95811597263,2.13901226058,2.48614358959,0.00332430543449
v_subj(Self.Good).7336,2.96591180421,0.287647601531,2.40094836938,2.77237013994,2.96399072014,3.15875152004,3.52928523738,0.00412774939815
v_subj(Self.Bad).7337,2.46065684422,0.266250193517,1.9461648436,2.27916243637,2.45935124248,2.64309227576,2.97526394984,0.00391502870942
v_subj(Self.Good).7337,1.8841354656,0.244839942659,1.41337976178,1.71895396796,1.88309872627,2.0431024703,2.37356695369,0.00396646524568
v_subj(Self.Bad).7338,2.84423436288,0.283155225457,2.30632269178,2.65115202979,2.84203807932,3.03066452325,3.41172935584,0.00461966711935
v_subj(Self.Good).7338,2.09496194966,0.243939928071,1.60978991393,1.93197210301,2.09360971356,2.25748805126,2.5762926138,0.00362389111888
v_subj(Self.Bad).7339,2.50673442813,0.273921327511,1.97786192897,2.31953481409,2.50229231198,2.68964660693,3.05770727576,0.00378617295429
v_subj(Self.Good).7339,3.06628360858,0.300875686063,2.48190310906,2.85865466437,3.06549230082,3.26503723579,3.66604120278,0.00536281833034
v_subj(Self.Bad).7340,1.38673925622,0.211861581139,0.974419555678,1.244376921,1.38554634473,1.53216873398,1.80236970388,0.00308197615699
v_subj(Self.Good).7340,3.59582686095,0.303033709619,3.01472933493,3.38810960375,3.58956213388,3.80053195179,4.19256230822,0.00445008649725
v_subj(Self.Bad).7341,1.7667192017,0.256554050043,1.27287086446,1.59389420952,1.76216433089,1.93814721678,2.28525110914,0.00372110245836
v_subj(Self.Good).7341,3.14393419721,0.296415851486,2.56661001454,2.94294554387,3.14492125923,3.34108526551,3.73008206174,0.00476995199416
v_subj(Self.Bad).7342,0.997821283734,0.232828367248,0.544532246729,0.839721877908,0.996439605376,1.15350925156,1.46192245061,0.00328275752559
v_subj(Self.Good).7342,2.63459399894,0.292580801679,2.06885866445,2.43847002776,2.62895835896,2.83318418892,3.21224737546,0.00520454134606
v_subj(Self.Bad).7343,2.43457583007,0.269595383231,1.91052803551,2.25084029757,2.4332968983,2.61506212718,2.96067419358,0.0047337413371
v_subj(Self.Good).7343,3.25538143031,0.307788362882,2.66438284007,3.04873366063,3.24834838329,3.45435727097,3.87056496705,0.00492971940729
v_subj(Self.Bad).7344,2.42045776895,0.252324866495,1.93122680968,2.25284876974,2.42293776408,2.58547772927,2.9243618358,0.00356437221753
v_subj(Self.Good).7344,3.96972758853,0.343784076054,3.3125544175,3.73610291543,3.96294565556,4.19561671823,4.65995553976,0.00704262441431
v_subj(Self.Bad).7345,2.50646488598,0.250091231756,2.02633019352,2.33673951162,2.50222164093,2.67721643601,2.99438555362,0.00378131434275
v_subj(Self.Good).7345,3.4811255973,0.308372775519,2.88122569307,3.27209578428,3.47690276397,3.68507740873,4.09780070611,0.00495743172038
v_subj(Self.Bad).73370,2.39646888871,0.300740224302,1.8151918134,2.18919348593,2.39515290298,2.59941252807,2.98930573667,0.00678304388517
v_subj(Self.Good).73370,3.13419215741,0.270924391347,2.59447628663,2.95139490478,3.13419209674,3.31451039679,3.66324966016,0.00413109444009
t(Other.Bad),0.465128999656,0.00912663344478,0.447082700065,0.459153748174,0.465264582384,0.471307000456,0.482728102427,0.000126229773837
t(Other.Good),0.434676303118,0.00894765659501,0.417021212198,0.428825201463,0.434779335425,0.44069404036,0.452086360249,0.00013904711418
t(Self.Bad),0.465508717117,0.00916485353191,0.447701456182,0.459307577934,0.465470882308,0.471802029116,0.48328483175,0.000137936463722
t(Self.Good),0.424581641393,0.00923650624242,0.406148232208,0.418376098291,0.424492752911,0.430897033396,0.44270383285,0.000154408659705
t_std,0.0595452173113,0.00347651803333,0.0531131281179,0.0571227063324,0.0594366333125,0.0618192558593,0.0667323495473,5.87294500083e-05
t_subj(Other.Bad).7302,0.456719987811,0.0233744320067,0.411356881221,0.43662161252,0.462053322264,0.475671782577,0.492489443961,0.000535170771873
t_subj(Other.Good).7302,0.369143258439,0.0103378000774,0.346376110891,0.363051402411,0.369953151558,0.376312065121,0.386581355874,0.000145305422325
t_subj(Other.Bad).7303,0.507248814219,0.00971764757481,0.484799018013,0.50162571097,0.508552690257,0.514268741913,0.522231540411,0.000148284314289
t_subj(Other.Good).7303,0.500580093813,0.0115692824784,0.475056424864,0.493492276734,0.50169449117,0.50886693676,0.519745331786,0.000188991555403
t_subj(Other.Bad).7304,0.513564370153,0.0101579514349,0.493894946657,0.507560980258,0.513295599551,0.518246336573,0.538166301222,0.000142483458456
t_subj(Other.Good).7304,0.490460385419,0.0111445761172,0.468113403942,0.483672315785,0.490508214625,0.496966353124,0.514462759017,0.000179205357389
t_subj(Other.Bad).7305,0.384135558214,0.00975309480648,0.363514352697,0.377990887368,0.384718814043,0.390756293057,0.402036749079,0.000157924478025
t_subj(Other.Good).7305,0.349897909464,0.00963602786622,0.329094236695,0.34385169054,0.350534839904,0.356677883482,0.366808002996,0.000184424039221
t_subj(Other.Bad).7306,0.501588234044,0.0108869213588,0.477250660195,0.495003169163,0.502421074452,0.509225779598,0.52023817712,0.000191625266209
t_subj(Other.Good).7306,0.391849490832,0.00871432153572,0.373354556311,0.386429262515,0.392529491201,0.397936134299,0.407155502506,0.000159681377146
t_subj(Other.Bad).7307,0.468765933246,0.0282107262721,0.421861272728,0.44185275819,0.473842674474,0.493503840955,0.51102548327,0.000614749622894
t_subj(Other.Good).7307,0.444693886125,0.0141226719858,0.406591016611,0.438709282184,0.447034181879,0.45409997895,0.465022889992,0.000280055418077
t_subj(Other.Bad).7308,0.494568464534,0.0103555906644,0.474894079231,0.488080206194,0.494183097461,0.500443550052,0.517181000209,0.000172502421348
t_subj(Other.Good).7308,0.522056054829,0.0154864107154,0.475160992499,0.51806112877,0.525216974671,0.53095692081,0.541443494504,0.000339136391911
t_subj(Other.Bad).7309,0.491502257264,0.00744623910641,0.475667121355,0.486736443796,0.491995091753,0.496917426694,0.504438398164,0.000117555609735
t_subj(Other.Good).7309,0.45349145161,0.00772755205694,0.436806661323,0.448712383808,0.454240476443,0.459006405496,0.466435203223,0.000136735219457
t_subj(Other.Bad).7310,0.441196950161,0.00773197829023,0.424176884738,0.43657479837,0.441866237905,0.446438250475,0.454675485855,0.000127136307128
t_subj(Other.Good).7310,0.387443834289,0.00733539448597,0.371440844288,0.38299364732,0.387984271453,0.392535101766,0.400319787155,0.000162772986078
t_subj(Other.Bad).7311,0.406326263502,0.0060829387279,0.393053021722,0.4028075972,0.406828696542,0.410391588996,0.416654695125,9.87133892008e-05
t_subj(Other.Good).7311,0.373931703068,0.00800992122854,0.358679165846,0.368930025936,0.373651223211,0.378446477774,0.391917526403,0.000134555882466
t_subj(Other.Bad).7312,0.526696153576,0.0120481501418,0.501461359794,0.519283017158,0.527455349405,0.534818447049,0.54889565729,0.000187538236204
t_subj(Other.Good).7312,0.496616640293,0.0179011461841,0.459169415367,0.482640174655,0.501155555417,0.510545102179,0.522847536633,0.000320299840689
t_subj(Other.Bad).7313,0.343046270771,0.00816122803127,0.326740010943,0.337841122681,0.343225081296,0.348091430386,0.360316335823,0.000140318820048
t_subj(Other.Good).7313,0.309980505059,0.00825384235226,0.28588095407,0.306846803786,0.311290673744,0.314934489337,0.320896236805,0.000148834983269
t_subj(Other.Bad).7314,0.537278505701,0.0109953702061,0.51341428907,0.530381928834,0.538004588787,0.544967064843,0.556491104316,0.000184933328962
t_subj(Other.Good).7314,0.453770324632,0.00888563668781,0.435043205418,0.448215221914,0.454474886041,0.460087630627,0.469153869736,0.000152583026366
t_subj(Other.Bad).7315,0.438009468925,0.0161011673998,0.400636220086,0.429750797756,0.440048318679,0.448622799611,0.465491763088,0.000270277812618
t_subj(Other.Good).7315,0.374610000514,0.0417700353823,0.320966453914,0.339512568191,0.370681325669,0.389690241346,0.456298906603,0.00215854791879
t_subj(Other.Bad).7316,0.533930686246,0.00656560637509,0.519049513188,0.530155848462,0.53472043741,0.538571839012,0.544572437619,8.40222031412e-05
t_subj(Other.Good).7316,0.524455151422,0.00770330117913,0.507351581182,0.519852706689,0.52527559057,0.529893863736,0.537171447772,0.000105863795864
t_subj(Other.Bad).7317,0.42265075164,0.0162576180378,0.388884617338,0.411138798435,0.426417947422,0.434531511895,0.447320971171,0.000354467519935
t_subj(Other.Good).7317,0.44550506243,0.0271983794817,0.40438855322,0.426236690207,0.43805311395,0.461819828165,0.501016308821,0.000565309649301
t_subj(Other.Bad).7318,0.476885302031,0.0111173835887,0.451444719388,0.470302786805,0.479777764319,0.485030092676,0.491700226498,0.000198901995714
t_subj(Other.Good).7318,0.479751855617,0.00811740733731,0.462331102759,0.474782765804,0.480388616887,0.485489999904,0.493711174311,0.000127951829741
t_subj(Other.Bad).7319,0.459225279084,0.0164359900135,0.43166104862,0.449164257855,0.457309566647,0.466470307204,0.502354845652,0.000266895404277
t_subj(Other.Good).7319,0.496209389385,0.00967631746661,0.474863399518,0.490235824561,0.496789522451,0.503032187155,0.51322764476,0.00017511835429
t_subj(Other.Bad).7320,0.426994105093,0.00882735892811,0.408777602567,0.421559250571,0.427203521346,0.432724026321,0.444700744728,0.000128239431071
t_subj(Other.Good).7320,0.44561301214,0.00964358339009,0.42629018652,0.439883799218,0.44579722063,0.451397696787,0.465442337091,0.000124704725468
t_subj(Other.Bad).7321,0.438820557037,0.00841338748269,0.421087643813,0.433433836413,0.439372285584,0.444817146499,0.453681425649,0.000193384709196
t_subj(Other.Good).7321,0.433486284238,0.00855061966821,0.415617139393,0.427909215119,0.434015902704,0.43959452667,0.448588930658,0.000199438904585
t_subj(Other.Bad).7322,0.540660887815,0.00612676112963,0.526517965539,0.537123890718,0.541446839899,0.545048747599,0.55030263099,9.47594760797e-05
t_subj(Other.Good).7322,0.405154511972,0.0180311551222,0.369684529016,0.391498393958,0.410583137884,0.418186019474,0.431782397668,0.000359526790068
t_subj(Other.Bad).7323,0.493309683913,0.00861483711,0.474945532914,0.487847065114,0.493934811695,0.499486632435,0.508303081273,0.000199769671262
t_subj(Other.Good).7323,0.494204601854,0.0110224638341,0.471669885757,0.488384957233,0.494758242089,0.500541532352,0.514502906293,0.000204651860324
t_subj(Other.Bad).7324,0.572744380618,0.00900021585455,0.552772625704,0.567282198326,0.573722758842,0.579197293861,0.587495799136,0.000131640804481
t_subj(Other.Good).7324,0.553110063283,0.0131712290716,0.530371445105,0.544682155723,0.550930526822,0.559709555723,0.581025655151,0.000218991378453
t_subj(Other.Bad).7325,0.455169383806,0.0114546914749,0.436740782922,0.447303172994,0.452004600807,0.465128283103,0.477168244857,0.000240896789802
t_subj(Other.Good).7325,0.413910643784,0.00977085475493,0.395832046515,0.407677405012,0.413327819783,0.419184490243,0.434952657553,0.000151393194182
t_subj(Other.Bad).7326,0.496145059809,0.0162002505319,0.463450335443,0.48557806335,0.497003229935,0.508720959292,0.523281256946,0.000291663931081
t_subj(Other.Good).7326,0.413451072315,0.01025082909,0.394380767494,0.407094873882,0.412738736028,0.418582783728,0.437464151892,0.000253013497126
t_subj(Other.Bad).7327,0.401790834697,0.0257919703624,0.368330985005,0.384903026822,0.393061235173,0.407022507509,0.458011676446,0.00133323322325
t_subj(Other.Good).7327,0.337550744286,0.0179029741067,0.303774148876,0.324683402382,0.33638269206,0.350909166647,0.370802619913,0.000329166157646
t_subj(Other.Bad).7328,0.514291288853,0.031364816985,0.465957293083,0.487835295267,0.504305181274,0.544797746405,0.564394428748,0.000969511373335
t_subj(Other.Good).7328,0.42703586041,0.0171488179725,0.390154803313,0.415770508996,0.430921533414,0.439908934123,0.452077597345,0.000305317876891
t_subj(Other.Bad).7329,0.49901810622,0.0125238503304,0.478217089117,0.491221314605,0.497223102636,0.503860942306,0.529797438034,0.000203846471556
t_subj(Other.Good).7329,0.480058347052,0.0165604300779,0.45027241775,0.466822345633,0.478378781623,0.494728547412,0.507927860045,0.000295055831228
t_subj(Other.Bad).7331,0.495599924095,0.0173298475282,0.4702222763,0.483960008416,0.490790790119,0.50748291047,0.545159537639,0.000431816807123
t_subj(Other.Good).7331,0.509538138808,0.0128800498744,0.487925430985,0.501961209141,0.508078070138,0.514521704743,0.543483740297,0.000186201874679
t_subj(Other.Bad).7332,0.510855278399,0.0136253483516,0.468867327758,0.505289322218,0.513009819603,0.519540779058,0.530777311469,0.000308256965476
t_subj(Other.Good).7332,0.489615468493,0.010641801108,0.466389337597,0.483468005762,0.490379383468,0.496519005242,0.509095949142,0.000144330938259
t_subj(Other.Bad).7333,0.458995133256,0.0142906781976,0.424493532925,0.452471492162,0.461931974321,0.469089120574,0.479557291658,0.000247521756261
t_subj(Other.Good).7333,0.404906656845,0.00944587792953,0.384704806024,0.399120013377,0.405389773779,0.411328623124,0.422014382685,0.000143432346882
t_subj(Other.Bad).7334,0.36863045575,0.0126833861277,0.341548871171,0.36089734742,0.369403580545,0.376957660966,0.391063746038,0.000192487818809
t_subj(Other.Good).7334,0.363304412586,0.0114580294607,0.341822270778,0.356388479562,0.362945089251,0.369767985882,0.387065365059,0.000172585645371
t_subj(Other.Bad).7335,0.45874798937,0.0144025128193,0.436314838597,0.450143621625,0.45682279669,0.463391610791,0.498360050643,0.000357340386825
t_subj(Other.Good).7335,0.395370975191,0.0141811355782,0.371181401203,0.387953251545,0.395493959488,0.402257195053,0.414032111047,0.000558995217039
t_subj(Other.Bad).7336,0.432458309294,0.00641580538059,0.418098976906,0.428603634991,0.43309983276,0.437070733427,0.443094995475,8.79560537906e-05
t_subj(Other.Good).7336,0.386408231226,0.0077484068656,0.370027393961,0.381723075475,0.386854419627,0.391368907718,0.401063451442,0.000138019223058
t_subj(Other.Bad).7337,0.398585228621,0.0130914419478,0.369101954215,0.391427542228,0.401073877271,0.407781989838,0.419090493582,0.000245009459033
t_subj(Other.Good).7337,0.456466162567,0.0126273281752,0.422226402132,0.450585215905,0.458305065809,0.464826909465,0.47545489013,0.000216358017159
t_subj(Other.Bad).7338,0.465050103142,0.0166149854125,0.428377755737,0.4547450304,0.468567106956,0.477047006944,0.489749137016,0.000342559481362
t_subj(Other.Good).7338,0.408594727303,0.0132725077067,0.383230412856,0.39784679413,0.410267453186,0.419559049331,0.430084136848,0.000286535322113
t_subj(Other.Bad).7339,0.470074257646,0.0261384668887,0.434601108025,0.451714070178,0.461276469619,0.485260622703,0.522860495131,0.000717259983488
t_subj(Other.Good).7339,0.444114727494,0.0153336634576,0.418483593823,0.435097682163,0.442618593418,0.450094125666,0.485975061417,0.000270464500656
t_subj(Other.Bad).7340,0.42291059693,0.0132106814771,0.385051655875,0.418776112746,0.425832818636,0.43149249328,0.439499697998,0.000250048956044
t_subj(Other.Good).7340,0.421745962609,0.0182379770755,0.38221014596,0.409030354754,0.426298924418,0.435488093184,0.448061285815,0.000352934044917
t_subj(Other.Bad).7341,0.403595264408,0.00673119319441,0.388686311969,0.399840260255,0.404339095544,0.408339900545,0.414272229652,9.90172817056e-05
t_subj(Other.Good).7341,0.407631787055,0.0070633645626,0.392595139762,0.403261903621,0.408187806793,0.412644975963,0.419726267382,0.000119450747596
t_subj(Other.Bad).7342,0.403312838201,0.00725610109975,0.388770708583,0.399106044491,0.403566048823,0.407631538354,0.415659530904,0.000111503567325
t_subj(Other.Good).7342,0.392132994475,0.0182905657746,0.357410183759,0.372799932775,0.399440795439,0.406474396514,0.414897604902,0.000618637406321
t_subj(Other.Bad).7343,0.510183832098,0.0166680768506,0.458767158274,0.504428825731,0.512092859214,0.519067935876,0.536588897115,0.00037532762584
t_subj(Other.Good).7343,0.507368886259,0.0159429150211,0.465193813044,0.501297315549,0.50954106776,0.516534956185,0.530958697145,0.000320526276357
t_subj(Other.Bad).7344,0.432379532626,0.00817870853828,0.413533970609,0.427943597244,0.433549346921,0.437989707048,0.444684086422,0.000116731223696
t_subj(Other.Good).7344,0.387766272422,0.00908497096125,0.369035861645,0.381996235175,0.388053728956,0.393651575832,0.406128589258,0.00011855481225
t_subj(Other.Bad).7345,0.43241102007,0.0126229215137,0.406329968351,0.424420839906,0.433108438906,0.440674851545,0.456244155732,0.00020827985153
t_subj(Other.Good).7345,0.416914798827,0.011461549606,0.392778749122,0.409792830118,0.417478000195,0.424927444629,0.437449232808,0.000169399519834
t_subj(Other.Bad).73370,0.503671500333,0.012648276835,0.476585481845,0.495795103455,0.50473712435,0.51252762402,0.525453363159,0.000203549345786
t_subj(Other.Good).73370,0.451779315269,0.0189305489066,0.421602838335,0.441084060651,0.449335639373,0.457542287634,0.505792255071,0.000336668411772
t_subj(Self.Bad).7302,0.449884121423,0.0244767671515,0.41479843056,0.435456280299,0.444843013035,0.455519437045,0.515244740529,0.00062307974538
t_subj(Self.Good).7302,0.455014712174,0.0123327258971,0.428315790726,0.44761250671,0.456197274005,0.463664478061,0.4758216092,0.000179475176894
t_subj(Self.Bad).7303,0.517756088371,0.0158645131755,0.488257282266,0.507702523913,0.516254530335,0.527002130103,0.548592514413,0.000224322272482
t_subj(Self.Good).7303,0.444731152091,0.0161326625382,0.418026459298,0.433532555457,0.441493577421,0.456378987044,0.477324275055,0.000284185475075
t_subj(Self.Bad).7304,0.490672365662,0.0103330402379,0.468672316918,0.48415413384,0.491414511028,0.497960638826,0.508657985752,0.000187929494709
t_subj(Self.Good).7304,0.31901030914,0.0249163285917,0.294843916271,0.305956950843,0.311499459408,0.317517407923,0.390548574419,0.00186079178249
t_subj(Self.Bad).7305,0.336688494412,0.0104086617998,0.314239127188,0.330284923164,0.337262224753,0.343463631218,0.354974987928,0.000158786609817
t_subj(Self.Good).7305,0.341077288559,0.0100645358745,0.32061097064,0.334817666273,0.341328463693,0.347568777737,0.361060563597,0.00017618902222
t_subj(Self.Bad).7306,0.498557698485,0.0127184201411,0.472839823488,0.491218751309,0.499065471861,0.506248936169,0.523525034852,0.000221950599788
t_subj(Self.Good).7306,0.467870796534,0.0229860456406,0.436378870603,0.45557649935,0.464408325894,0.47308986706,0.541696938181,0.00135725945946
t_subj(Self.Bad).7307,0.418535797674,0.00898499433532,0.399004551752,0.412847250631,0.419179462004,0.424850657161,0.434178860344,0.000151049612209
t_subj(Self.Good).7307,0.439091298748,0.00965812579978,0.419391765824,0.433013448909,0.439379824125,0.445241418359,0.458784115792,0.00014452051203
t_subj(Self.Bad).7308,0.52820894032,0.0100678681204,0.506070609425,0.522103769216,0.5292141363,0.535360884727,0.545246546557,0.00015993221843
t_subj(Self.Good).7308,0.441347054166,0.00778848912433,0.424607343313,0.436579449433,0.441933985381,0.446754880861,0.455185579252,0.000140170136266
t_subj(Self.Bad).7309,0.509114513454,0.0138537361063,0.470364191164,0.507315802053,0.513470134624,0.517442663208,0.523509295672,0.000405912856529
t_subj(Self.Good).7309,0.459713868958,0.00687074833905,0.445095325517,0.455349593773,0.460265534069,0.46462309814,0.471617626746,0.000123645590995
t_subj(Self.Bad).7310,0.478822473502,0.00768347243964,0.462230960179,0.474147906997,0.479325209541,0.484300436527,0.492345840322,0.000118880820284
t_subj(Self.Good).7310,0.407613330776,0.00727247829269,0.392439528606,0.403072662396,0.407988418357,0.412513477564,0.420905842603,0.000121737338204
t_subj(Self.Bad).7311,0.295419154186,0.0168980923096,0.270717760854,0.283782429325,0.292535432843,0.301013604725,0.333106045208,0.000433113984113
t_subj(Self.Good).7311,0.361751655659,0.00970731822479,0.344082933741,0.355417257169,0.360687842425,0.367255936327,0.382411670865,0.00017036128025
t_subj(Self.Bad).7312,0.53044740898,0.00939250452325,0.510267545524,0.524884296907,0.531121349425,0.536815677139,0.54739078392,0.000126141216628
t_subj(Self.Good).7312,0.407521713151,0.00824857279856,0.389906581576,0.402259696052,0.407975768201,0.413284369852,0.422554507521,0.000141586284813
t_subj(Self.Bad).7313,0.328458520526,0.00659900306644,0.314305566551,0.325180485932,0.329285141545,0.332785464707,0.338030638888,0.000101577047669
t_subj(Self.Good).7313,0.286563621758,0.0118270229062,0.262899401713,0.275771337636,0.290244134787,0.295864782659,0.302654680399,0.0002347716131
t_subj(Self.Bad).7314,0.540452760085,0.0188441871146,0.514300638617,0.526174879995,0.533053990453,0.558781932346,0.577178742038,0.000528293498758
t_subj(Self.Good).7314,0.517018087159,0.00954055634133,0.497608843725,0.511144574772,0.517327781326,0.522860202348,0.534190600049,0.000171670211364
t_subj(Self.Bad).7315,0.415511096241,0.016049328858,0.385923405958,0.40322309097,0.414585718731,0.428464277316,0.443387480591,0.000336854932111
t_subj(Self.Good).7315,0.285787417432,0.00886304241211,0.268203792154,0.280124211766,0.285703800537,0.291142342401,0.304655385491,0.000161581353602
t_subj(Self.Bad).7316,0.498167065571,0.011525571628,0.478091234397,0.49158166328,0.497564379654,0.503114714238,0.52745381436,0.000188375013878
t_subj(Self.Good).7316,0.443433370931,0.00624664243928,0.429954421829,0.439582064894,0.443809176751,0.447752258092,0.454651959083,0.000100710793043
t_subj(Self.Bad).7317,0.479650505781,0.0198836809525,0.445093673956,0.466588363509,0.477281961441,0.491094923699,0.525103531126,0.000298326169669
t_subj(Self.Good).7317,0.46734079931,0.0112428247159,0.442690649246,0.460324791093,0.468069644453,0.475285816499,0.48665941995,0.000185506860727
t_subj(Self.Bad).7318,0.476495973769,0.00797480573327,0.459342580071,0.471479805526,0.477029903082,0.482114295006,0.490457043721,0.000124144831297
t_subj(Self.Good).7318,0.471739347149,0.0137563466961,0.446834704514,0.460671263695,0.472540984223,0.482457576629,0.497579323968,0.000232919991369
t_subj(Self.Bad).7319,0.480786006801,0.0209353018698,0.446826614989,0.466701331027,0.476214257075,0.492225283865,0.523550075605,0.000421580861524
t_subj(Self.Good).7319,0.453095126469,0.00938280282165,0.434083313752,0.447498678091,0.453419159874,0.459035414393,0.468814571276,0.000186847363361
t_subj(Self.Bad).7320,0.424965161956,0.0166499375966,0.391983958013,0.415880688932,0.424933599847,0.432866039967,0.46275324122,0.000353706560995
t_subj(Self.Good).7320,0.425469926923,0.0210657359687,0.396182436292,0.409715297214,0.418494378297,0.441769738601,0.471000795976,0.000431160795515
t_subj(Self.Bad).7321,0.560186382399,0.0150488897544,0.535113509311,0.549519663715,0.556840756266,0.573187149731,0.587206959764,0.000331819422689
t_subj(Self.Good).7321,0.420374949647,0.0145183102588,0.396209330981,0.40929537298,0.417402915037,0.43275269002,0.447490171459,0.00037229695003
t_subj(Self.Bad).7322,0.510120123057,0.00685670913864,0.495570170132,0.506156109471,0.510484436821,0.514263772274,0.524599203751,0.000104841136064
t_subj(Self.Good).7322,0.483987336494,0.0092039408619,0.464477595489,0.478244026629,0.484418134056,0.48997796409,0.501703327507,0.000141447145331
t_subj(Self.Bad).7323,0.536274705815,0.0154935517073,0.512996771337,0.527212902323,0.533828010589,0.540596080817,0.578528210385,0.00040467181529
t_subj(Self.Good).7323,0.522485787585,0.00906889560426,0.505307094086,0.516925319018,0.522159681063,0.527337150271,0.542985811987,0.00016896035824
t_subj(Self.Bad).7324,0.588176091683,0.0102123242628,0.565812835425,0.582200168814,0.588957991658,0.595165687756,0.605634404699,0.000164402550002
t_subj(Self.Good).7324,0.524024886272,0.00923092907062,0.503910782298,0.518228512978,0.524658893443,0.530507758809,0.5401293738,0.000146164640273
t_subj(Self.Bad).7325,0.459305202146,0.00773967059017,0.442314901279,0.454641093195,0.459983728863,0.464810436236,0.472475348589,0.000132259535792
t_subj(Self.Good).7325,0.419956545396,0.00692663867245,0.404913176081,0.415695904426,0.420421208025,0.424665659873,0.432319724114,0.000114447227874
t_subj(Self.Bad).7326,0.494074203614,0.011460086246,0.470262918265,0.488901745109,0.495494842758,0.501205616084,0.510791045331,0.00029589836894
t_subj(Self.Good).7326,0.446653279064,0.00877366756583,0.42817326185,0.441554104719,0.447343642592,0.452638134651,0.461446790007,0.000186718306481
t_subj(Self.Bad).7327,0.362032887115,0.0124588444148,0.335399065365,0.354041879758,0.362749673281,0.370591430311,0.384345791212,0.000228495349262
t_subj(Self.Good).7327,0.357078513324,0.0127233022549,0.333545028426,0.3494709583,0.357069918078,0.364070258999,0.37962395925,0.000286808335661
t_subj(Self.Bad).7328,0.538477984986,0.0116259658036,0.512940750234,0.531217597844,0.539228116806,0.54658544292,0.558966398291,0.000205817708073
t_subj(Self.Good).7328,0.456821658916,0.0179081385271,0.426677149102,0.442964487667,0.455090796198,0.469654891339,0.49120232234,0.000416502181524
t_subj(Self.Bad).7329,0.469903862988,0.0105675195368,0.447409270836,0.463498805489,0.470477882848,0.477103539199,0.488602009411,0.000151729888258
t_subj(Self.Good).7329,0.444337398931,0.0148111518505,0.412103070812,0.434266898436,0.44373767881,0.456425952668,0.468869140648,0.000277043704192
t_subj(Self.Bad).7331,0.477741726298,0.0108900743185,0.454299454258,0.471169709474,0.478367373619,0.485079917074,0.497869533181,0.000144250090205
t_subj(Self.Good).7331,0.409855713907,0.00774149833134,0.39360315674,0.405011879231,0.41027280416,0.415129079069,0.423905647611,0.000123681546385
t_subj(Self.Bad).7332,0.49108160215,0.0160928016247,0.460776565328,0.478284265896,0.491830247924,0.504789704013,0.517143399942,0.000245025160056
t_subj(Self.Good).7332,0.473630556255,0.00965126705345,0.452782005664,0.467653539753,0.474262119751,0.480142974938,0.4908312261,0.000165486578889
t_subj(Self.Bad).7333,0.454904463906,0.0119960895151,0.431891050337,0.447369257544,0.454565221814,0.461612537654,0.481583448588,0.000192765517835
t_subj(Self.Good).7333,0.433212705792,0.00892809421687,0.413739203274,0.427605971644,0.43395298406,0.439511231836,0.448643023064,0.0001400122295
t_subj(Self.Bad).7334,0.382757395729,0.0200148451774,0.35146784309,0.37024086529,0.379275611779,0.389570490534,0.43234500454,0.000463996271939
t_subj(Self.Good).7334,0.373375451882,0.0121647673355,0.351389283027,0.366578616439,0.373508669623,0.37983019003,0.392541996088,0.000345588804005
t_subj(Self.Bad).7335,0.469793786126,0.0102764104981,0.446814746335,0.463918897967,0.47092292704,0.476751394868,0.486759071345,0.000149348802252
t_subj(Self.Good).7335,0.413412435385,0.0148136520864,0.38736513375,0.402571801971,0.411412828688,0.425645226001,0.441024350842,0.000268327082418
t_subj(Self.Bad).7336,0.437853461604,0.00697055178423,0.422363363696,0.433614883651,0.438462650778,0.442843558171,0.449449222066,0.000101020999255
t_subj(Self.Good).7336,0.403321048069,0.00645309145236,0.389381503878,0.39918377247,0.403814314042,0.407853926501,0.414430259259,9.92719733634e-05
t_subj(Self.Bad).7337,0.44157596782,0.00964918992852,0.420749375418,0.435636785931,0.442149563092,0.448369444693,0.458287542287,0.000147011829161
t_subj(Self.Good).7337,0.385152738845,0.0121397334025,0.363785707103,0.378242501307,0.385029817371,0.391217375139,0.405670519324,0.000246194199146
