,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj(Self.Bad).7338,0.499612934192,0.0103751910644,0.476906546967,0.493190520693,0.500443758754,0.506912072996,0.517475106311,0.000186882399543
t_subj(Self.Good).7338,0.449301748119,0.0145931831256,0.409774701859,0.442206647407,0.45121713277,0.459002022499,0.471730706799,0.000307626840243
t_subj(Self.Bad).7339,0.469114998542,0.0128696646479,0.444568594582,0.460922360881,0.46866009699,0.476047717999,0.498579272629,0.000234408072803
t_subj(Self.Good).7339,0.422022421083,0.0125420883607,0.389343840008,0.41664398262,0.424296300826,0.430593585577,0.440441007932,0.000249191305753
t_subj(Self.Bad).7340,0.400447846138,0.0115130460744,0.375348285706,0.393404248794,0.401396796545,0.408407415884,0.421134127245,0.00018641980243
t_subj(Self.Good).7340,0.3799984959,0.00960644034933,0.360923395581,0.374091554173,0.380243280527,0.386099547665,0.399217308111,0.000181209641779
t_subj(Self.Bad).7341,0.422826492089,0.0141404969341,0.393815599504,0.411722848422,0.425638098452,0.433131897382,0.447009125045,0.000220218244824
t_subj(Self.Good).7341,0.431540819297,0.00816471378723,0.415315747424,0.427200134303,0.432303209858,0.436754984783,0.445132740757,0.000151134476774
t_subj(Self.Bad).7342,0.438125317246,0.0121302123049,0.413909820648,0.430921791126,0.437598113053,0.446408977462,0.460062593609,0.000170612816177
t_subj(Self.Good).7342,0.40613647121,0.00999406765942,0.387593930173,0.399651218822,0.405162413206,0.411972807091,0.427060415595,0.000162565097305
t_subj(Self.Bad).7343,0.519081504643,0.0105094004297,0.495939946866,0.512564807629,0.519933085555,0.526401626025,0.537209705046,0.000192140198503
t_subj(Self.Good).7343,0.470986296787,0.00862070282929,0.453328379432,0.465797501217,0.471413090358,0.476629601673,0.485530506379,0.000144314792365
t_subj(Self.Bad).7344,0.442060286923,0.00912672097619,0.422902867095,0.436387504108,0.442528235912,0.447967979661,0.459561088313,0.000142243018761
t_subj(Self.Good).7344,0.376560802004,0.00840226414945,0.358907920168,0.371049167718,0.377155803808,0.382430394554,0.391675999895,0.000166718871974
t_subj(Self.Bad).7345,0.466286537968,0.0117600468527,0.441267241533,0.459080553842,0.466931620283,0.474341453206,0.487371256683,0.000181607604446
t_subj(Self.Good).7345,0.464064866343,0.01229198226,0.44094475408,0.456223735208,0.46354588926,0.470995707356,0.491264990482,0.000230956165898
t_subj(Self.Bad).73370,0.538491923309,0.0255910367799,0.486241972132,0.514313696521,0.548548877843,0.557443115917,0.568561233503,0.000992652679439
t_subj(Self.Good).73370,0.409070476054,0.0123979268684,0.378313214645,0.403366883327,0.411514017074,0.417653083947,0.427222014361,0.000210372820741
z(Other.Bad),0.356420176199,0.00807681457154,0.341095415914,0.350711902635,0.356179525751,0.361621598383,0.373244474034,0.000357612369449
z(Other.Good),0.427218835345,0.00941699439307,0.410533241012,0.42068476918,0.426796437287,0.433539477646,0.446723411385,0.000496229344409
z(Self.Bad),0.396298986382,0.00839086743125,0.379663137139,0.390660517525,0.396605704784,0.40191439208,0.412496028576,0.00036061793033
z(Self.Good),0.414467274708,0.009828146283,0.395329079368,0.407773462696,0.414217324406,0.421519635768,0.433550621439,0.000501014165431
z_std,0.086370436574,0.0339842410796,0.00508548861089,0.0693543552229,0.0920312093777,0.110326294325,0.139820550797,0.00294699545448
z_subj(Other.Bad).7302,0.36259896104,0.0223401760207,0.321045059808,0.348698926494,0.360251489702,0.375638990615,0.411510719916,0.000634868130255
z_subj(Other.Good).7302,0.424974407676,0.0232642438581,0.378999619997,0.411261470584,0.423997503582,0.438796211876,0.474739081402,0.000555670924854
z_subj(Other.Bad).7303,0.353587955954,0.0202259693641,0.313217471665,0.341402661344,0.352743323039,0.365286672166,0.397001273496,0.000392279158104
z_subj(Other.Good).7303,0.434289165569,0.0236038499407,0.391854255169,0.417481674624,0.432239511704,0.448938772458,0.485009695542,0.000740909266012
z_subj(Other.Bad).7304,0.347004329367,0.0192344197318,0.306677182992,0.335023106903,0.348599808784,0.358904788154,0.384130617636,0.000427557623375
z_subj(Other.Good).7304,0.429115377589,0.0218144680108,0.38872431481,0.41495871763,0.42722054043,0.442629016653,0.476783147633,0.000587451930897
z_subj(Other.Bad).7305,0.360761183989,0.0207376261914,0.321051095632,0.347958059054,0.358837398226,0.373634080242,0.404452305855,0.00052462820911
z_subj(Other.Good).7305,0.435797245646,0.0236312878073,0.392984197963,0.419042507029,0.433307375125,0.450584439116,0.487569916799,0.000827678144275
z_subj(Other.Bad).7306,0.353937182319,0.0199615266736,0.313798334775,0.342066010946,0.353041943899,0.365877608829,0.395435244123,0.000340774058414
z_subj(Other.Good).7306,0.427951440187,0.0236000868574,0.381553283218,0.41380846002,0.426508908094,0.441881482296,0.478646335827,0.000632897227768
z_subj(Other.Bad).7307,0.361625250487,0.0210792045451,0.322818190813,0.34841466095,0.359319620935,0.374286405243,0.407687323252,0.000524418576958
z_subj(Other.Good).7307,0.43451487802,0.0222474601558,0.394250571248,0.418446490359,0.432894617826,0.448549074868,0.482035983115,0.000749750086511
z_subj(Other.Bad).7308,0.365433049505,0.021699612621,0.327096415116,0.350487384463,0.362826043293,0.378989505303,0.412053581854,0.000692206119036
z_subj(Other.Good).7308,0.426204671015,0.0223612302735,0.381312009549,0.413001204657,0.425293733666,0.439889216705,0.472056025268,0.00056301061676
z_subj(Other.Bad).7309,0.361524765046,0.0201152149549,0.323971876411,0.3488828552,0.359820440228,0.374103881693,0.404164464346,0.000530490771566
z_subj(Other.Good).7309,0.442211713233,0.0243203223968,0.402366238194,0.424177936274,0.439648751664,0.458202500106,0.494104824282,0.00101603751624
z_subj(Other.Bad).7310,0.360139121524,0.0202826493873,0.322232329906,0.347773392595,0.358252252659,0.372560392326,0.403530269058,0.000488847642518
z_subj(Other.Good).7310,0.436400144339,0.0243040547639,0.393557276377,0.418884096356,0.433951890832,0.451570384271,0.489073011746,0.000848194744228
z_subj(Other.Bad).7311,0.34450645513,0.0193232692915,0.303557074287,0.332761123137,0.346491299907,0.356662598305,0.381652463068,0.000482395174083
z_subj(Other.Good).7311,0.428182249909,0.0223177762519,0.38576733702,0.414210826977,0.426999905413,0.441858803412,0.475367288906,0.000590097213931
z_subj(Other.Bad).7312,0.366201091845,0.0213560350333,0.328009747544,0.35115033333,0.363787093275,0.379486312372,0.41263305598,0.000679314326906
z_subj(Other.Good).7312,0.412887921714,0.0211945249925,0.368266620435,0.399695158605,0.414511312657,0.426626286045,0.453216133907,0.000570602145954
z_subj(Other.Bad).7313,0.369336677271,0.023419571528,0.330198806913,0.352113832026,0.366372557605,0.383023735859,0.421785805954,0.000841091331594
z_subj(Other.Good).7313,0.401105550722,0.0234392913852,0.350210860677,0.386043436936,0.403850195474,0.417151755928,0.442398564308,0.00101112513443
z_subj(Other.Bad).7314,0.364309812301,0.0208649307928,0.32659777981,0.350390172394,0.362044739449,0.37701726783,0.410537855196,0.000661631750022
z_subj(Other.Good).7314,0.432039888251,0.0228214399217,0.390748672463,0.416391650471,0.430258931472,0.445963209217,0.479929890807,0.000679198512282
z_subj(Other.Bad).7315,0.349728982723,0.0195614652813,0.309989250688,0.338005690349,0.350103396599,0.361606368143,0.389415607541,0.000388611358706
z_subj(Other.Good).7315,0.418722236288,0.0217832445647,0.37325535824,0.405854017951,0.418567070386,0.432318330492,0.461161990794,0.000523098208086
z_subj(Other.Bad).7316,0.347894727148,0.0187975227025,0.309127244759,0.336386755552,0.349038343961,0.359160036274,0.385469329003,0.000419399695461
z_subj(Other.Good).7316,0.409260378598,0.0207455692938,0.364734507853,0.39660806329,0.411693935925,0.422873404324,0.447203562824,0.000653394415555
z_subj(Other.Bad).7317,0.356497640917,0.0230112406666,0.31059944288,0.343166343984,0.354893823893,0.370119154787,0.404816610172,0.000533794855357
z_subj(Other.Good).7317,0.423983331676,0.0215196591849,0.380581441916,0.411150447717,0.423017433379,0.437478690467,0.468036580907,0.00046484641584
z_subj(Other.Bad).7318,0.346559242015,0.0202113432448,0.304268704128,0.334359077356,0.348065090838,0.358596435443,0.386948861583,0.000471557391696
z_subj(Other.Good).7318,0.423435274848,0.0204989580602,0.382076069633,0.411175343782,0.422627734066,0.436188476997,0.464793318601,0.000469981629071
z_subj(Other.Bad).7319,0.370525627969,0.0223363850968,0.333340421724,0.353636144181,0.367943560165,0.3841270751,0.420321012337,0.000864889510657
z_subj(Other.Good).7319,0.424790540977,0.0222387418882,0.379908716484,0.411321960765,0.423946026774,0.438568141085,0.470851085889,0.000549167612689
z_subj(Other.Bad).7320,0.353785021428,0.0194376793313,0.314850817922,0.34248134808,0.352926852386,0.365654680971,0.394190272032,0.000341070264147
z_subj(Other.Good).7320,0.429597791764,0.0224750323135,0.386440679393,0.414860922517,0.428144330324,0.443395718704,0.477638696042,0.000584003131681
z_subj(Other.Bad).7321,0.36903909493,0.0232520780729,0.32924476137,0.352078458891,0.366188981462,0.38345634449,0.421670158426,0.000879210875157
z_subj(Other.Good).7321,0.435834389212,0.0236954577904,0.39360820217,0.418808196113,0.433761390689,0.450878433262,0.486463777623,0.000810521577191
z_subj(Other.Bad).7322,0.344302694902,0.0196717929827,0.303253269188,0.331974680907,0.346023592314,0.356231997308,0.383050031137,0.000507408415006
z_subj(Other.Good).7322,0.426594594117,0.0221891414296,0.382739642982,0.413251074394,0.425244831645,0.440174912882,0.472820741475,0.000524614274751
z_subj(Other.Bad).7323,0.367788001467,0.0237326737728,0.327664384919,0.351196950474,0.36470221774,0.381846746738,0.421454568673,0.000836635981807
z_subj(Other.Good).7323,0.433284632636,0.0224449525002,0.392327138213,0.417370909773,0.431029170113,0.447643171507,0.481851146814,0.000715441894484
z_subj(Other.Bad).7324,0.353915255843,0.0192734850411,0.315086172398,0.342564024372,0.352931829413,0.365601876203,0.393745626687,0.000342132982049
z_subj(Other.Good).7324,0.41212006877,0.022348737042,0.364003740781,0.39864295362,0.413929942724,0.426499092657,0.453902163764,0.000662379655434
z_subj(Other.Bad).7325,0.348696985305,0.0198427148265,0.308024814224,0.33659881417,0.349325927231,0.360733381462,0.389590854908,0.000425103428418
z_subj(Other.Good).7325,0.434951852352,0.0221971129456,0.395063107899,0.41876923092,0.433181919094,0.448887600715,0.482643389313,0.000750225039342
z_subj(Other.Bad).7326,0.34920711461,0.0192348223737,0.309594917007,0.337809785729,0.34982324328,0.360979428422,0.387424254871,0.000370076039224
z_subj(Other.Good).7326,0.435430924574,0.0244136148528,0.39108914615,0.417942736859,0.432994163604,0.45099652635,0.487152602752,0.000807379565762
z_subj(Other.Bad).7327,0.354826098459,0.0214325009313,0.312567621483,0.342602263537,0.353272348163,0.367402175107,0.399558712511,0.000530896788857
z_subj(Other.Good).7327,0.424414273574,0.0217511150885,0.380494472583,0.411567987836,0.423568798074,0.438093511481,0.468722720675,0.000507187129324
z_subj(Other.Bad).7328,0.364963219914,0.0215204291951,0.327219387067,0.350338807462,0.362783651157,0.378163312137,0.412290651582,0.000667509792163
z_subj(Other.Good).7328,0.42666195167,0.0224347675389,0.38153098412,0.413411187974,0.425411257666,0.440041890127,0.473429025299,0.000542440477678
z_subj(Other.Bad).7329,0.353615420948,0.0191886394502,0.315302682688,0.342170218341,0.352601492081,0.365550741635,0.393904870603,0.000373616738102
z_subj(Other.Good).7329,0.437393860345,0.0231785972582,0.397435795472,0.420507461878,0.435279205021,0.452029360406,0.487689472823,0.000856683493209
z_subj(Other.Bad).7331,0.347193202088,0.020138728193,0.304844571465,0.334959616721,0.348757119354,0.359122056508,0.38666936568,0.000475346341797
z_subj(Other.Good).7331,0.397193086451,0.0245942724914,0.343817601754,0.380884543456,0.400081449926,0.415106806033,0.437858450824,0.00113020765984
z_subj(Other.Bad).7332,0.358853474572,0.0197209570917,0.321055815501,0.34701280604,0.357084436757,0.370620195174,0.400876998087,0.000446497236018
z_subj(Other.Good).7332,0.430740490363,0.021501249409,0.389750377067,0.416059961862,0.429502374806,0.444228539462,0.475557561743,0.000614182824995
z_subj(Other.Bad).7333,0.367884732965,0.0223603629186,0.329984539517,0.351547727196,0.365368397851,0.3815832793,0.417561273829,0.000783496156598
z_subj(Other.Good).7333,0.435253675724,0.022510342691,0.394903841768,0.418925050533,0.433129844205,0.449279581546,0.483213986685,0.0007719229882
z_subj(Other.Bad).7334,0.36626233549,0.0211257488474,0.329398461051,0.351201265939,0.363558545782,0.379142732915,0.413694593236,0.000692395049194
z_subj(Other.Good).7334,0.420838675275,0.0219926909455,0.374334846664,0.407995910427,0.420688307902,0.43434409988,0.464932022261,0.000501658195708
z_subj(Other.Bad).7335,0.350827574427,0.0199220834348,0.310454534231,0.339044840788,0.350727654329,0.362527280501,0.392637218853,0.000399696840356
z_subj(Other.Good).7335,0.434003381822,0.0218990207766,0.394988205641,0.418021593762,0.432017860769,0.447179835388,0.482546129307,0.000722061885299
z_subj(Other.Bad).7336,0.351839937793,0.0187788792961,0.314344326286,0.3407652841,0.351243430871,0.363006756002,0.389910372112,0.000337508939268
z_subj(Other.Good).7336,0.440018348149,0.0237625872456,0.398966629781,0.422937854572,0.437657653599,0.455008257551,0.492608422454,0.000957619749102
z_subj(Other.Bad).7337,0.364755689989,0.0219406237634,0.326812642408,0.349860949414,0.361956982984,0.378087644747,0.414153862373,0.000693441914872
z_subj(Other.Good).7337,0.429988521366,0.0220122329062,0.388383825972,0.415406619497,0.428479379004,0.443623764354,0.476753009642,0.000607890418705
z_subj(Other.Bad).7338,0.363214876288,0.0213442882098,0.324903284691,0.349534923983,0.360735254417,0.376004002595,0.410924513848,0.000603193932201
z_subj(Other.Good).7338,0.428181168013,0.0241323850057,0.381461613908,0.413338412462,0.4264567887,0.443070850336,0.478408434314,0.000651918918142
z_subj(Other.Bad).7339,0.353935221091,0.0203570442095,0.313050646479,0.342143548871,0.352868559216,0.366193636275,0.396626997469,0.000365671168348
z_subj(Other.Good).7339,0.426610033638,0.0218895710339,0.383733274043,0.413410867709,0.425390329202,0.439903158355,0.473559606699,0.000518172404785
z_subj(Other.Bad).7340,0.337773875293,0.0200823757369,0.29497390511,0.324806952698,0.339781705346,0.351286106969,0.374174363926,0.000727029287737
z_subj(Other.Good).7340,0.431466618659,0.0227436072,0.389151694591,0.416067163964,0.429609756953,0.445397250833,0.479587932416,0.00067514382391
z_subj(Other.Bad).7341,0.347713374318,0.0189992806061,0.308762224001,0.335838668119,0.348814722792,0.359241514815,0.386039632269,0.000412217043169
z_subj(Other.Good).7341,0.424363160435,0.0218939692924,0.380075763467,0.411590891539,0.42328998841,0.437897925564,0.469399911745,0.000511815328044
z_subj(Other.Bad).7342,0.342918593385,0.0198483337297,0.300590238905,0.330886396122,0.345243273826,0.355134401205,0.379633600172,0.000542367793704
z_subj(Other.Good).7342,0.424151300882,0.0219428519234,0.379780604024,0.411099382893,0.423168051664,0.437692870288,0.469326963908,0.00048879442298
z_subj(Other.Bad).7343,0.361562951092,0.0207936973957,0.322636460118,0.348596850848,0.359591225608,0.374456397068,0.405421674901,0.000544759909535
z_subj(Other.Good).7343,0.429082868705,0.022535291845,0.385316702177,0.414740399916,0.427721583319,0.443191826328,0.475785493024,0.000600232810807
z_subj(Other.Bad).7344,0.343875998282,0.0197362928093,0.302808052528,0.331619072532,0.34576276415,0.356060361433,0.382261394411,0.000536921585709
z_subj(Other.Good).7344,0.433133319737,0.0225223043288,0.392163436842,0.417234121335,0.431277073617,0.44667343019,0.482133770423,0.000699109102125
z_subj(Other.Bad).7345,0.362104587275,0.021442193474,0.322965948936,0.34842791434,0.359717398106,0.375354395695,0.407925145152,0.000568764102771
z_subj(Other.Good).7345,0.421218503022,0.0216343815142,0.376102593674,0.409410101903,0.420760280206,0.434718363309,0.464276920734,0.000490776133906
z_subj(Other.Bad).73370,0.365421354267,0.0212473202225,0.328178472873,0.350590817807,0.362936251706,0.378468996391,0.412406204332,0.000680448124313
z_subj(Other.Good).73370,0.431883429189,0.0223354284046,0.391286500677,0.416407653225,0.430106585543,0.44532613097,0.480059151203,0.000655853373351
z_subj(Self.Bad).7302,0.398947931883,0.0220000385925,0.355159556409,0.385664604108,0.398548452931,0.411850529608,0.445013878256,0.000416922834279
z_subj(Self.Good).7302,0.413807556332,0.0225338610223,0.36828560304,0.39975651331,0.413660378724,0.42694766739,0.460294054473,0.000562789849847
z_subj(Self.Bad).7303,0.391413216667,0.022027133181,0.345980196043,0.377792646754,0.392618147558,0.40439743953,0.4362578387,0.000487375406223
z_subj(Self.Good).7303,0.414170418984,0.0227296425727,0.368567733966,0.399992184031,0.414211294832,0.427453994902,0.460323638348,0.000556214576351
z_subj(Self.Bad).7304,0.404447578997,0.0214843594072,0.364598231669,0.390980181942,0.402555120374,0.417137284813,0.451280160934,0.000547447539948
z_subj(Self.Good).7304,0.406155639435,0.0224943059201,0.359361285796,0.392440974448,0.407180226963,0.421537522693,0.44954425854,0.000673613396812
z_subj(Self.Bad).7305,0.406907406768,0.0228387976034,0.365182531145,0.392273010461,0.404480295299,0.420385869097,0.457590523261,0.000648702959825
z_subj(Self.Good).7305,0.419349087362,0.0227444694427,0.375085912599,0.405341157794,0.419145577235,0.432554361076,0.467184515962,0.000595968918655
z_subj(Self.Bad).7306,0.393344446889,0.0217596301516,0.349036636027,0.379864605303,0.394687863416,0.406333205957,0.436256709719,0.000450733440136
z_subj(Self.Good).7306,0.414538196513,0.0222276049934,0.370487118365,0.400601180571,0.414447728316,0.427621673553,0.461650177234,0.000542252237842
z_subj(Self.Bad).7307,0.403072563052,0.0225642810956,0.36008557428,0.38901362175,0.401214829433,0.416260500127,0.451616424854,0.000557214856748
z_subj(Self.Good).7307,0.414337357277,0.0225479826156,0.368977516894,0.400443576234,0.41432900598,0.427594963252,0.460687541395,0.000584724517457
z_subj(Self.Bad).7308,0.402457592082,0.0209754832896,0.362129441576,0.389412614603,0.401207019907,0.414920591758,0.446183957508,0.000488868463271
z_subj(Self.Good).7308,0.417415964742,0.0225883210975,0.373420506293,0.403072421789,0.417286286499,0.430056047291,0.465214724896,0.000577001382632
z_subj(Self.Bad).7309,0.381847517738,0.0224210456602,0.334553264676,0.367179125188,0.383623440848,0.397814574933,0.422595828696,0.000834960207736
z_subj(Self.Good).7309,0.423988812367,0.0240014998482,0.379713261299,0.408404992746,0.42279224589,0.438140344922,0.476207914881,0.000738751330261
z_subj(Self.Bad).7310,0.402473623175,0.0219471317754,0.360725157206,0.388649484704,0.400717940143,0.415402054581,0.44972499929,0.000513834052756
z_subj(Self.Good).7310,0.420867938597,0.0233591949332,0.376648661915,0.405849187877,0.420503352097,0.434479512293,0.470870604498,0.000670394759135
z_subj(Self.Bad).7311,0.39353135507,0.0207234673208,0.351075473677,0.380600383116,0.394636080917,0.406060286031,0.435285425888,0.000458572415102
z_subj(Self.Good).7311,0.414569411213,0.0212110875948,0.372833636088,0.401112490184,0.414531279308,0.426886342136,0.458257848973,0.000547598912856
z_subj(Self.Bad).7312,0.385581968419,0.0203432541348,0.343377215643,0.372707415749,0.387024890934,0.399254611405,0.424303385236,0.000610348861503
z_subj(Self.Good).7312,0.413643867779,0.0221277470057,0.368249692133,0.399819874791,0.413800043953,0.426810276733,0.459346132392,0.000587994186745
z_subj(Self.Bad).7313,0.388951205479,0.0206502180513,0.344560760569,0.376224260493,0.390384174634,0.401759208864,0.428362869558,0.000523226815262
z_subj(Self.Good).7313,0.406304872455,0.0209743856955,0.362306125061,0.392759041211,0.407265116863,0.421027952098,0.446239448072,0.000603208752644
z_subj(Self.Bad).7314,0.358177726144,0.0274707629862,0.30376997275,0.338967990764,0.358462818483,0.379011787385,0.403302728458,0.00169891463143
z_subj(Self.Good).7314,0.408404246724,0.0217437965512,0.362893845788,0.39480692155,0.409101283583,0.423462704323,0.450830612468,0.000615059160796
z_subj(Self.Bad).7315,0.400000011197,0.0209931027836,0.357956790739,0.386979410442,0.399326120079,0.412173457968,0.444363836138,0.000456940128634
z_subj(Self.Good).7315,0.411613309108,0.0227697800709,0.366555773506,0.397243786341,0.411744839099,0.425321555397,0.458255280842,0.000571568917379
z_subj(Self.Bad).7316,0.402094518024,0.0213480361165,0.360172572098,0.388924717069,0.400826188988,0.414642671486,0.447804218603,0.000489858606642
z_subj(Self.Good).7316,0.411949320563,0.0220264293398,0.367688204702,0.397968649388,0.412296385819,0.425511585335,0.456299721063,0.000571667281677
z_subj(Self.Bad).7317,0.400273214552,0.0217578363806,0.357983323732,0.386696305241,0.399170296911,0.412974195433,0.447698565609,0.000461932560885
z_subj(Self.Good).7317,0.411286152393,0.0223682326357,0.366907331032,0.397406968208,0.411583436917,0.425043002303,0.456691796367,0.000567432795248
z_subj(Self.Bad).7318,0.403690000257,0.0216292787377,0.362050576138,0.390322975565,0.401910563871,0.416370331493,0.449933990627,0.000526882581193
z_subj(Self.Good).7318,0.419044713183,0.0224993955186,0.376829177981,0.404646661876,0.418774950649,0.431743612923,0.467747759305,0.000599379420736
z_subj(Self.Bad).7319,0.401170601891,0.0215096850856,0.359051919648,0.387713508855,0.39992111557,0.413946247787,0.446229811147,0.000477086294248
z_subj(Self.Good).7319,0.405956684497,0.02215787485,0.36007932224,0.391969555516,0.406904115129,0.421267974499,0.449553984518,0.000684417971309
z_subj(Self.Bad).7320,0.387115513047,0.0210254432423,0.342579966767,0.373715847178,0.388988461469,0.400712077072,0.426162233722,0.000571199723939
z_subj(Self.Good).7320,0.405662299309,0.0223098583211,0.359259136737,0.391930006684,0.406647519437,0.421214262984,0.447798211743,0.000657817630848
z_subj(Self.Bad).7321,0.391489667819,0.0237100918002,0.344981213304,0.376425559165,0.392129964863,0.405153949974,0.441077080124,0.000550123624834
z_subj(Self.Good).7321,0.422995294654,0.0237738879898,0.379653902863,0.407531618436,0.421906662907,0.4365466811,0.47575244431,0.000730470215404
z_subj(Self.Bad).7322,0.374888126243,0.0223500131893,0.326999890464,0.360229252037,0.3765392847,0.392111380681,0.412876367656,0.00100361431595
z_subj(Self.Good).7322,0.423790121527,0.0224095923278,0.383140372916,0.408977639107,0.422803842313,0.437101439321,0.473495493154,0.000686367154157
z_subj(Self.Bad).7323,0.400458574041,0.0213201911129,0.358948709638,0.386940942564,0.399575901424,0.41280376585,0.445890777044,0.000439844655371
z_subj(Self.Good).7323,0.413078561324,0.0223358508233,0.368323829796,0.399054149309,0.413443069233,0.426406996897,0.457740386578,0.000566990383562
z_subj(Self.Bad).7324,0.403248204208,0.0216417269291,0.362701567426,0.389651758041,0.401434557469,0.416109754122,0.450240450748,0.000518337062605
z_subj(Self.Good).7324,0.416777309259,0.0216128580701,0.373693012561,0.403097854453,0.416688711177,0.429406574009,0.46099493589,0.000513201689785
z_subj(Self.Bad).7325,0.411243474787,0.0230474958468,0.370514011632,0.396423759822,0.408380675345,0.425393702161,0.461891629526,0.000776410054105
z_subj(Self.Good).7325,0.425015412117,0.0234722088435,0.381935609693,0.409463061291,0.42357060724,0.439137312284,0.476631887209,0.000777718255359
z_subj(Self.Bad).7326,0.389831103249,0.0207568433404,0.345424091686,0.377348744732,0.391382238514,0.402428254314,0.429925040356,0.000506791818962
z_subj(Self.Good).7326,0.419054229221,0.0230521662252,0.374450612132,0.404427245827,0.418773116352,0.432088625197,0.468109455344,0.000611251289306
z_subj(Self.Bad).7327,0.398700999031,0.0216786833428,0.356497559732,0.384833965967,0.398403633907,0.411493854032,0.444617455136,0.00047024076345
z_subj(Self.Good).7327,0.402472822831,0.0232642279506,0.354157010321,0.387623497271,0.403929172498,0.418713127824,0.445704109125,0.000778823000485
z_subj(Self.Bad).7328,0.395887900939,0.021499423068,0.351716146256,0.382855844088,0.3964743725,0.408446533102,0.440623347672,0.000430306987246
z_subj(Self.Good).7328,0.408175479087,0.0232797107367,0.359974006778,0.393807880729,0.409140518724,0.423657818584,0.453770465712,0.000623782417816
z_subj(Self.Bad).7329,0.413741867945,0.0232300590094,0.37451982996,0.397835672131,0.410888265939,0.428547021748,0.463638469429,0.000890445894137
z_subj(Self.Good).7329,0.415459440082,0.0222404028089,0.371929834564,0.401548596739,0.41538344967,0.428317664638,0.461204962533,0.000531694893162
z_subj(Self.Bad).7331,0.395422217191,0.0201398553172,0.354081100855,0.382812893515,0.396379977181,0.407572445783,0.436294972354,0.000395872720255
z_subj(Self.Good).7331,0.413025738803,0.0224138927075,0.368022431603,0.398836264708,0.413316498158,0.426399401651,0.458790583583,0.000567203864984
z_subj(Self.Bad).7332,0.4005027163,0.0210522379967,0.359686040273,0.387507031087,0.399227569143,0.412692833421,0.445297879949,0.000433068746888
z_subj(Self.Good).7332,0.42024872348,0.0224754098355,0.377351304052,0.405850424666,0.419954724078,0.433214177991,0.468775244804,0.000659036521329
z_subj(Self.Bad).7333,0.40859518517,0.0223253636528,0.367514881592,0.394260694923,0.405984669918,0.422261914356,0.457547979646,0.000699031035271
z_subj(Self.Good).7333,0.415192550827,0.0220150278452,0.371862667768,0.401253789617,0.415098604501,0.428245940926,0.460393776892,0.000551654346836
z_subj(Self.Bad).7334,0.40089337317,0.0221700061627,0.357093661989,0.387222952782,0.399594945767,0.413437442667,0.447503508831,0.000546883121259
z_subj(Self.Good).7334,0.408170555304,0.0222329303226,0.361620608219,0.394340382156,0.408925472614,0.423393726723,0.452388114759,0.000616796988309
z_subj(Self.Bad).7335,0.387085978717,0.0205825186436,0.343700392029,0.37405662341,0.388810975942,0.400243415128,0.426081585162,0.000544575240264
z_subj(Self.Good).7335,0.413526586603,0.0222585395269,0.369307514124,0.399426721666,0.413441617465,0.426630263089,0.460363098184,0.000538902451313
z_subj(Self.Bad).7336,0.396257207569,0.0204715415365,0.355016380597,0.383645189953,0.396862156618,0.408352258031,0.439161939834,0.000376914416128
z_subj(Self.Good).7336,0.410273189151,0.0210000655572,0.367116741409,0.397079043537,0.41077273547,0.424040134911,0.45215318967,0.000534172558302
z_subj(Self.Bad).7337,0.40026509325,0.0214382568592,0.358385313382,0.387277971947,0.399318107667,0.412676740487,0.445006690563,0.00049290502324
z_subj(Self.Good).7337,0.422778509656,0.0225702033042,0.380196132894,0.407979892416,0.421919411505,0.436235141093,0.471948174853,0.000635899962791
z_subj(Self.Bad).7338,0.391084826661,0.0207619537585,0.348889897535,0.378130620301,0.392397210708,0.403682351969,0.431964113213,0.000441004336049
z_subj(Self.Good).7338,0.422234851234,0.0228761253986,0.378946661073,0.407534956741,0.421886531178,0.436242708996,0.4711948277,0.000659344660143
z_subj(Self.Bad).7339,0.403255234243,0.0220504545564,0.36147292769,0.389317645699,0.401469386449,0.416485702524,0.450849553296,0.000513892078578
z_subj(Self.Good).7339,0.415974502072,0.0226030337442,0.370214790083,0.401926370399,0.416104582808,0.428945687512,0.462359758776,0.00055902373853
z_subj(Self.Bad).7340,0.408226160136,0.022169693118,0.367977425878,0.394110165248,0.405819909419,0.421601148815,0.456276616478,0.000660145633648
z_subj(Self.Good).7340,0.417807526198,0.0229388783075,0.373767032817,0.403436519667,0.41768289538,0.43065026637,0.466154899097,0.000631839490342
z_subj(Self.Bad).7341,0.396908491997,0.0206135199543,0.356238773929,0.384031274276,0.397347420687,0.409226251008,0.43880666987,0.00041455529665
z_subj(Self.Good).7341,0.412406317901,0.021725673208,0.368638805253,0.398741390984,0.412493302158,0.425343132988,0.457222472683,0.000564737028513
z_subj(Self.Bad).7342,0.392086399159,0.0205118402508,0.3488609269,0.379423799136,0.393472094172,0.404470105438,0.432824463605,0.000465933501428
z_subj(Self.Good).7342,0.407788731975,0.0212993168398,0.36337358711,0.394313850974,0.40834384873,0.422752592186,0.448902190202,0.000599740366532
z_subj(Self.Bad).7343,0.40232312048,0.0218495507957,0.360846281304,0.388652641886,0.400776583256,0.414956119138,0.448900142388,0.000535143503976
z_subj(Self.Good).7343,0.408688048595,0.0220679725781,0.363445522265,0.395205587931,0.409483237268,0.423516157441,0.451897386347,0.000602691535699
