"Subject","Age","Gender","Handness","moralSelfShape","immoralSelfShape","moralOtherShape","immoralOtherShape","Block","Bin","Trial","Task","shapeName","Identity","Morality","RT","ResponseKey","ACC","trialType"
7003,19,"male","R","Tra","C","S","P",1,1,1,"Val","C","Self","Bad",0.8984,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,2,"Val","P","Other","Bad",0.7786,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,3,"Val","C","Self","Bad",0.7547,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,5,"Val","P","Other","Bad",0.8049,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,6,"Val","P","Other","Bad",0.6171,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,8,"Val","P","Other","Bad",0.6274,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,9,"Val","P","Other","Bad",0.7455,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,10,"Val","P","Other","Bad",0.5677,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,12,"Val","C","Self","Bad",0.8858,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,13,"Val","C","Self","Bad",0.648,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,14,"Val","C","Self","Bad",0.5961,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,15,"Val","S","Other","Good",0.4482,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,16,"Val","Tra","Self","Good",0.5244,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,17,"Val","Tra","Self","Good",0.4786,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,18,"Val","S","Other","Good",0.4746,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,19,"Val","C","Self","Bad",0.6167,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,1,20,"Val","S","Other","Good",0.7789,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,21,"Val","S","Other","Good",0.3912,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,22,"Val","Tra","Self","Good",0.5692,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,23,"Val","Tra","Self","Good",0.4352,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,1,24,"Val","S","Other","Good",0.4654,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,1,"Val","P","Other","Bad",0.5216,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,2,"Val","P","Other","Bad",0.5596,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,3,"Val","S","Other","Good",0.6378,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,4,"Val","Tra","Self","Good",0.7139,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,5,"Val","S","Other","Good",0.5021,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,6,"Val","P","Other","Bad",0.6903,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,7,"Val","S","Other","Good",0.5142,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,8,"Val","Tra","Self","Good",0.4404,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,9,"Val","Tra","Self","Good",0.5666,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,10,"Val","Tra","Self","Good",0.5987,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,11,"Val","C","Self","Bad",0.4209,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,12,"Val","P","Other","Bad",0.495,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,13,"Val","C","Self","Bad",0.3851,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,14,"Val","C","Self","Bad",0.3713,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,15,"Val","Tra","Self","Good",0.4213,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,16,"Val","S","Other","Good",0.3736,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,18,"Val","C","Self","Bad",0.4817,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,19,"Val","P","Other","Bad",0.9278,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,20,"Val","S","Other","Good",0.5621,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,21,"Val","C","Self","Bad",0.8361,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,2,23,"Val","S","Other","Good",0.3884,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,2,24,"Val","P","Other","Bad",0.6286,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,1,"Val","S","Other","Good",0.5306,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,2,"Val","C","Self","Bad",0.6387,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,3,"Val","P","Other","Bad",0.483,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,4,"Val","Tra","Self","Good",0.511,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,5,"Val","Tra","Self","Good",0.4191,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,6,"Val","C","Self","Bad",0.4533,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,7,"Val","S","Other","Good",0.4714,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,8,"Val","P","Other","Bad",0.6715,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,9,"Val","P","Other","Bad",0.5036,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,10,"Val","S","Other","Good",0.4818,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,11,"Val","P","Other","Bad",0.3559,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,12,"Val","S","Other","Good",0.39,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,14,"Val","C","Self","Bad",0.4062,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,15,"Val","Tra","Self","Good",0.5884,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,16,"Val","C","Self","Bad",0.5926,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,17,"Val","S","Other","Good",0.4866,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,18,"Val","P","Other","Bad",0.5408,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,19,"Val","C","Self","Bad",0.6229,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,20,"Val","Tra","Self","Good",0.7631,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,21,"Val","S","Other","Good",0.7392,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,3,22,"Val","P","Other","Bad",0.5333,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,23,"Val","C","Self","Bad",0.5435,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,3,24,"Val","Tra","Self","Good",0.5955,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,1,"Val","P","Other","Bad",0.5221,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,2,"Val","S","Other","Good",0.4342,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,3,"Val","Tra","Self","Good",0.7464,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,4,"Val","S","Other","Good",0.4645,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,5,"Val","C","Self","Bad",0.3967,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,6,"Val","P","Other","Bad",0.4527,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,7,"Val","Tra","Self","Good",0.6408,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,8,"Val","C","Self","Bad",0.571,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,9,"Val","Tra","Self","Good",0.6052,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,10,"Val","S","Other","Good",0.4953,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,11,"Val","C","Self","Bad",0.4114,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,12,"Val","P","Other","Bad",0.5435,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,13,"Val","Tra","Self","Good",0.6377,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,14,"Val","Tra","Self","Good",0.5978,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,15,"Val","P","Other","Bad",0.5759,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,16,"Val","S","Other","Good",0.548,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,17,"Val","C","Self","Bad",0.5582,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,18,"Val","S","Other","Good",0.5403,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,19,"Val","S","Other","Good",0.4804,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,20,"Val","C","Self","Bad",0.4445,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,22,"Val","Tra","Self","Good",0.5708,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,4,23,"Val","C","Self","Bad",0.5589,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,4,24,"Val","P","Other","Bad",0.4171,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,1,"Val","Tra","Self","Good",0.4732,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,2,"Val","Tra","Self","Good",0.5634,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,3,"Val","Tra","Self","Good",0.5095,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,4,"Val","Tra","Self","Good",0.4595,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,5,"Val","P","Other","Bad",0.4677,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,6,"Val","C","Self","Bad",0.5618,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,7,"Val","P","Other","Bad",0.7279,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,8,"Val","P","Other","Bad",0.572,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,9,"Val","C","Self","Bad",0.4902,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,10,"Val","C","Self","Bad",0.4943,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,11,"Val","C","Self","Bad",0.4004,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,12,"Val","Tra","Self","Good",0.4626,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,13,"Val","P","Other","Bad",0.4808,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,14,"Val","S","Other","Good",0.3428,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,15,"Val","P","Other","Bad",0.465,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,16,"Val","C","Self","Bad",0.4891,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,17,"Val","P","Other","Bad",0.4712,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,18,"Val","C","Self","Bad",0.4974,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,5,19,"Val","S","Other","Good",0.4775,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,20,"Val","Tra","Self","Good",0.6336,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,21,"Val","S","Other","Good",0.5778,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,22,"Val","S","Other","Good",0.4979,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,23,"Val","S","Other","Good",0.492,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,5,24,"Val","S","Other","Good",0.5201,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,1,"Val","Tra","Self","Good",0.4724,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,2,"Val","S","Other","Good",0.4145,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,3,"Val","C","Self","Bad",0.3645,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,4,"Val","S","Other","Good",0.5947,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,5,"Val","C","Self","Bad",0.5388,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,6,"Val","S","Other","Good",0.5909,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,7,"Val","P","Other","Bad",0.5131,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,8,"Val","Tra","Self","Good",0.5132,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,9,"Val","S","Other","Good",0.5233,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,10,"Val","P","Other","Bad",0.5054,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,11,"Val","P","Other","Bad",0.4476,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,12,"Val","S","Other","Good",0.4357,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,13,"Val","P","Other","Bad",0.4778,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,14,"Val","Tra","Self","Good",0.4999,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,15,"Val","C","Self","Bad",0.5281,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,16,"Val","Tra","Self","Good",0.4922,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,17,"Val","C","Self","Bad",0.5083,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,18,"Val","Tra","Self","Good",0.4685,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,19,"Val","C","Self","Bad",0.5285,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,20,"Val","P","Other","Bad",0.4928,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,21,"Val","P","Other","Bad",0.5629,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,22,"Val","C","Self","Bad",0.4549,"U",1,"immoral"
7003,19,"male","R","Tra","C","S","P",1,6,23,"Val","Tra","Self","Good",0.4372,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",1,6,24,"Val","S","Other","Good",0.4453,"Y",1,"moral"
7003,19,"male","R","Tra","C","S","P",3,1,1,"Id","S","Other","Good",0.6481,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,2,"Id","C","Self","Bad",0.7583,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,3,"Id","C","Self","Bad",0.4764,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,4,"Id","Tra","Self","Good",0.5705,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,5,"Id","C","Self","Bad",0.4607,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,6,"Id","C","Self","Bad",0.4488,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,7,"Id","P","Other","Bad",0.6129,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,8,"Id","P","Other","Bad",0.4071,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,9,"Id","C","Self","Bad",0.4912,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,10,"Id","S","Other","Good",0.8454,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,11,"Id","Tra","Self","Good",0.5535,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,12,"Id","Tra","Self","Good",0.4077,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,13,"Id","P","Other","Bad",0.5317,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,14,"Id","P","Other","Bad",0.5918,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,15,"Id","Tra","Self","Good",0.5399,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,16,"Id","S","Other","Good",0.5341,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,17,"Id","P","Other","Bad",0.6142,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,18,"Id","S","Other","Good",0.6344,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,19,"Id","Tra","Self","Good",0.5224,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,20,"Id","C","Self","Bad",0.5386,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,1,21,"Id","S","Other","Good",0.6767,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,22,"Id","S","Other","Good",0.3747,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,23,"Id","P","Other","Bad",0.611,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,1,24,"Id","Tra","Self","Good",0.4811,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,1,"Id","C","Self","Bad",0.5473,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,2,"Id","P","Other","Bad",0.6173,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,3,"Id","Tra","Self","Good",0.5755,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,4,"Id","P","Other","Bad",0.6137,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,5,"Id","S","Other","Good",0.6097,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,6,"Id","Tra","Self","Good",0.7518,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,7,"Id","C","Self","Bad",0.5099,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,8,"Id","C","Self","Bad",0.8021,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,9,"Id","Tra","Self","Good",0.7943,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,10,"Id","S","Other","Good",0.6964,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,11,"Id","P","Other","Bad",0.5045,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,12,"Id","P","Other","Bad",0.5466,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,13,"Id","S","Other","Good",0.6547,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,15,"Id","Tra","Self","Good",0.5911,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,16,"Id","P","Other","Bad",0.5832,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,17,"Id","C","Self","Bad",0.5133,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,18,"Id","S","Other","Good",0.7414,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,19,"Id","C","Self","Bad",0.3856,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,20,"Id","Tra","Self","Good",0.5416,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,21,"Id","S","Other","Good",0.4658,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,22,"Id","Tra","Self","Good",0.5399,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,2,23,"Id","P","Other","Bad",0.5063,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,2,24,"Id","S","Other","Good",0.5463,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,1,"Id","P","Other","Bad",0.6824,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,2,"Id","P","Other","Bad",0.6144,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,3,"Id","Tra","Self","Good",0.5605,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,4,"Id","Tra","Self","Good",0.5348,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,5,"Id","S","Other","Good",0.6248,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,7,"Id","C","Self","Bad",0.7451,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,8,"Id","Tra","Self","Good",0.5072,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,9,"Id","S","Other","Good",0.6293,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,10,"Id","S","Other","Good",0.5975,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,11,"Id","S","Other","Good",0.5336,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,12,"Id","C","Self","Bad",0.3556,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,13,"Id","P","Other","Bad",0.4339,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,14,"Id","S","Other","Good",0.592,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,15,"Id","C","Self","Bad",0.3922,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,16,"Id","C","Self","Bad",0.4443,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,17,"Id","S","Other","Good",0.5945,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,18,"Id","P","Other","Bad",0.5306,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,19,"Id","P","Other","Bad",0.9346,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,3,20,"Id","Tra","Self","Good",0.5368,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,21,"Id","Tra","Self","Good",0.3969,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,22,"Id","C","Self","Bad",0.481,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,23,"Id","C","Self","Bad",0.4492,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,3,24,"Id","Tra","Self","Good",0.4933,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,1,"Id","C","Self","Bad",0.5719,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,2,"Id","S","Other","Good",0.3801,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,3,"Id","C","Self","Bad",0.5942,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,4,"Id","P","Other","Bad",0.5903,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,5,"Id","S","Other","Good",0.5865,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,6,"Id","P","Other","Bad",0.9367,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,7,"Id","Tra","Self","Good",0.4907,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,8,"Id","Tra","Self","Good",0.5049,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,9,"Id","S","Other","Good",0.6051,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,10,"Id","P","Other","Bad",0.9751,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,11,"Id","P","Other","Bad",0.7993,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,13,"Id","Tra","Self","Good",0.5415,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,14,"Id","Tra","Self","Good",0.5857,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,15,"Id","S","Other","Good",0.7538,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,16,"Id","Tra","Self","Good",0.7499,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,17,"Id","S","Other","Good",0.718,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,18,"Id","C","Self","Bad",0.6381,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,19,"Id","C","Self","Bad",0.6363,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,20,"Id","C","Self","Bad",0.4185,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,21,"Id","C","Self","Bad",0.3225,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,4,22,"Id","P","Other","Bad",0.5527,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,23,"Id","P","Other","Bad",0.4388,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,4,24,"Id","Tra","Self","Good",0.5529,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,1,"Id","Tra","Self","Good",0.5411,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,2,"Id","Tra","Self","Good",0.5732,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,3,"Id","Tra","Self","Good",0.5334,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,4,"Id","P","Other","Bad",0.9174,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,5,"Id","Tra","Self","Good",0.5696,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,6,"Id","C","Self","Bad",0.9197,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,7,"Id","S","Other","Good",0.824,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,8,"Id","C","Self","Bad",0.582,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,9,"Id","Tra","Self","Good",0.7461,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,10,"Id","S","Other","Good",0.8322,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,11,"Id","C","Self","Bad",0.6704,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,12,"Id","P","Other","Bad",0.7624,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,13,"Id","Tra","Self","Good",0.7806,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,15,"Id","P","Other","Bad",0.6168,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,16,"Id","C","Self","Bad",0.6949,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,17,"Id","P","Other","Bad",0.6611,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,18,"Id","C","Self","Bad",0.6412,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,5,19,"Id","S","Other","Good",0.6173,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,20,"Id","P","Other","Bad",0.6535,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,21,"Id","S","Other","Good",0.8096,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,22,"Id","S","Other","Good",0.5638,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,23,"Id","S","Other","Good",0.534,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,5,24,"Id","P","Other","Bad",0.636,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,6,1,"Id","S","Other","Good",0.518,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,6,2,"Id","C","Self","Bad",0.5941,"J",1,"self"
7003,19,"male","R","Tra","C","S","P",3,6,3,"Id","P","Other","Bad",0.5883,"H",1,"other"
7003,19,"male","R","Tra","C","S","P",3,6,4,"Id","C","Self","Bad",0.6084,"J",1,"self"
