"trialNum","subId","Task","Identity","Morality","Pmu","Psigma","Ptau","AIC","BIC"
63,7023,"Val","Self","Good",0.502629048275657,0.0753536275179058,0.0308037622828587,-124.738349591395,-118.308945412221
70,7023,"Val","Other","Bad",0.383029170482426,0.0261517970386107,0.129916096770752,-112.493173358163,-105.747687632015
71,7023,"Val","Other","Good",0.393525578762049,0.0428554729310587,0.0863038847178987,-135.218918748647,-128.430879117523
48,7023,"Id","Self","Bad",0.495519582646076,0.108189391053027,0.0287064594059782,-70.1341594136314,-64.5205563809077
69,7023,"Id","Self","Good",0.408808525099716,0.0787255279947951,0.0767538529557458,-107.170661439227,-100.468341925436
66,7023,"Id","Other","Bad",0.429457599595735,0.0358298376730716,0.105556502222922,-123.697612350966,-117.128648124886
54,7023,"Id","Other","Good",0.424683826748469,0.0526013576992924,0.1363344268813,-64.5501171619434,-58.5831650222506
69,7025,"Val","Self","Bad",0.382959483372997,0.0534334828991005,0.119603758539277,-96.2076142392963,-89.5052947255045
72,7025,"Val","Self","Good",0.411765602299422,0.0525783768707647,0.0705539437541041,-144.961477178152,-138.131478821104
70,7025,"Val","Other","Bad",0.407944564914486,0.0415784087470209,0.0828312376489273,-144.001055866236,-137.255570140088
57,7025,"Val","Other","Good",0.465290464791115,0.0537092629973185,0.0898484105319199,-110.37863650152,-104.249482698016
54,7025,"Id","Self","Bad",0.454354815903946,0.069417819305328,0.132929503547478,-53.34518144971,-47.3782293100172
69,7025,"Id","Self","Good",0.374465781950545,0.0142784403200935,0.14673566209716,-107.98021216546,-101.277892651668
71,7025,"Id","Other","Bad",0.400985647943663,0.0500936690489048,0.10601229725043,-115.294665631573,-108.506626000449
64,7025,"Id","Other","Good",0.474924260908473,0.0835676311351168,0.0842504551880568,-88.4565565967334,-81.9799073466544
67,7026,"Val","Self","Bad",0.470339090804857,0.0609876914315058,0.0730791678131294,-128.595406670229,-121.981328812056
60,7026,"Val","Self","Good",0.498933209539348,0.0946617957925088,0.0464208287323525,-93.9020358817279,-87.6190021950616
60,7026,"Val","Other","Bad",0.596495276819797,0.0707097998590265,0.0155398333858624,-112.841788581648,-106.558754894982
70,7026,"Val","Other","Good",0.409457205853174,0.0539268632192213,0.0646389546933784,-151.574916542267,-144.829430816119
59,7026,"Id","Self","Bad",0.415323923847561,0.086478997809117,0.080414625482386,-95.5334928328761,-89.300880501159
60,7026,"Id","Self","Good",0.426035205025062,0.0355462402006692,0.0908030899346039,-123.248369448165,-116.965335761499
63,7026,"Id","Other","Bad",0.434281672775328,0.0766255658567472,0.0701113821651614,-97.7088305555097,-91.2794263763351
71,7026,"Id","Other","Good",0.375946366630697,0.0664632414619702,0.0632069668446195,-133.209978202341,-126.421938571217
67,7028,"Val","Self","Bad",0.563603893296694,0.0823926845033956,0.0762538501416451,-100.916506846492,-94.302428988319
71,7028,"Val","Self","Good",0.458551728748841,0.0382871960868289,0.101743192828427,-124.415293472879,-117.627253841755
69,7028,"Val","Other","Bad",0.497752530948482,0.0811485181040343,0.102875037534274,-84.9174664056752,-78.2151468918835
60,7028,"Val","Other","Good",0.462024613005891,0.0300814896265769,0.196092563375907,-51.0347293372151,-44.7516956505488
65,7028,"Id","Self","Bad",0.526671671778005,0.0966675940685637,0.0832746238712613,-76.117604666011,-69.5944428563241
72,7028,"Id","Self","Good",0.449340864593333,0.0473523630048091,0.0902061917199082,-132.301655610114,-125.471657253066
70,7028,"Id","Other","Bad",0.468464676290421,0.0614442943031201,0.128063884521347,-84.1598330993052,-77.4143473731571
61,7028,"Id","Other","Good",0.555147592152929,0.0862732969153649,0.11128026089514,-68.5898613819414,-62.2572397894215
68,7029,"Val","Self","Bad",0.508336211831977,0.104036381901116,0.103688989660872,-72.854662051666,-66.1961389361376
67,7029,"Val","Self","Good",0.459678178206616,0.0849700834151152,0.0748389780397498,-95.0811973939768,-88.4671195358039
65,7029,"Val","Other","Bad",0.519010374383519,0.0969318240496382,0.0865235591244064,-75.7404117986909,-69.217249989004
59,7029,"Val","Other","Good",0.481368951782301,0.053892514113286,0.105623277437202,-91.1154470091614,-84.8828346774443
63,7029,"Id","Self","Bad",0.572443213191216,0.10641144855976,0.0153556981595305,-94.1422746642033,-87.7128704850287
67,7029,"Id","Self","Good",0.420141606278686,0.0390835442280899,0.14136651337973,-88.3332418303673,-81.7191639721945
64,7029,"Id","Other","Bad",0.552827635109721,0.0798478993152926,0.0459904864834483,-103.2174041687,-96.7407549186207
57,7029,"Id","Other","Good",0.60543242844554,0.154144598511441,0.0399300770815037,-41.7709653925785,-35.6418115890748
71,7030,"Val","Self","Bad",0.425368187651401,0.0573083668129481,0.102493245462394,-112.247700725158,-105.459661094034
68,7030,"Val","Self","Good",0.420755237568936,0.0492435101306682,0.104709877434496,-108.660517728471,-102.001994612943
71,7030,"Val","Other","Bad",0.530215863621784,0.114686197420263,0.0107577523657735,-96.804456519033,-90.0164168879091
69,7030,"Val","Other","Good",0.414717201569542,0.0604876190704584,0.0734873058041965,-127.072059427454,-120.369739913662
72,7030,"Id","Self","Bad",0.388169396521725,0.0477560731929828,0.0857499559740527,-140.156740543018,-133.32674218597
71,7030,"Id","Self","Good",0.405330582847942,0.0551390844259428,0.0720102035586942,-146.731773932617,-139.943734301493
72,7030,"Id","Other","Bad",0.387289870249386,0.0394261222354981,0.0776732086346394,-159.210346575961,-152.380348218912
71,7030,"Id","Other","Good",0.367735472090626,0.0258756720987828,0.0811726530954488,-174.671059089824,-167.8830194587
55,7031,"Val","Self","Bad",0.545201082076189,0.0970891047252152,0.125695576438281,-42.4630287646542,-36.4410292089568
63,7031,"Val","Self","Good",0.48583886744343,0.0536389332730442,0.121547985532494,-82.7823680944091,-76.3529639152345
66,7031,"Val","Other","Bad",0.488019288267614,0.0495967989595434,0.130969044366111,-83.3648513301816,-76.7958871041023
56,7031,"Val","Other","Good",0.521406330086236,0.149015712153608,0.129111790613085,-37.7216603960091,-31.6456053238037
66,7031,"Id","Self","Bad",0.354747250593474,0.0816406364628806,0.190910809098705,-55.9566393245251,-49.3876750984458
67,7031,"Id","Self","Good",0.474955053118233,0.0569361042750208,0.142828158158246,-78.9520259757322,-72.3379481175593
69,7031,"Id","Other","Bad",0.493843525897287,0.0376366606066711,0.126571851042724,-100.737222573467,-94.0349030596757
64,7031,"Id","Other","Good",0.664577339184007,0.148972150712446,0.0270179323584937,-54.1207753464191,-47.64412609634
54,7032,"Val","Self","Bad",0.638896585639661,0.170124105323544,0.042972581014004,-23.2381014952629,-17.2711493555701
69,7032,"Val","Self","Good",0.390368628766648,0.0876615383683577,0.116718412234363,-73.6066495563848,-66.904330042593
62,7032,"Val","Other","Bad",0.520369888343206,0.105372743357963,0.112373806747569,-48.9050897401788,-42.5236865850436
54,7032,"Val","Other","Good",0.642335024553833,0.195997206953487,0.0225331340788802,-12.131815996945,-6.16486385725218
60,7032,"Id","Self","Bad",0.370877914480299,0.0928584402736305,0.134019854842068,-48.1617271670137,-41.8786934803474
65,7032,"Id","Self","Good",0.325807282334534,0.0547138059829983,0.094132813549996,-107.982794451786,-101.459632642099
57,7032,"Id","Other","Bad",0.434831176504594,0.100595337621993,0.102764316448961,-54.5206790351691,-48.3915252316655
59,7032,"Id","Other","Good",0.509334316965705,0.121580682639674,0.071297798706231,-56.5433962477175,-50.3107839160003
70,7033,"Val","Self","Bad",0.368363058488562,0.043763099309748,0.0796031923315868,-144.634858953313,-137.889373227165
71,7033,"Val","Self","Good",0.435332327732032,0.0427995495627541,0.0828149437615675,-141.176242999474,-134.38820336835
71,7033,"Val","Other","Bad",0.439693347409115,0.0766546175544562,0.0145870426005805,-155.295144371456,-148.507104740332
66,7033,"Val","Other","Good",0.473926097540805,0.0830736470174816,0.0811225543130047,-92.840532731142,-86.2715685050627
71,7033,"Id","Self","Bad",0.478977805972702,0.0271655449734593,0.110881183630272,-134.110459226665,-127.322419595542
68,7033,"Id","Self","Good",0.466604622188984,0.035680072589269,0.11206321696292,-117.498603471546,-110.840080356017
71,7033,"Id","Other","Bad",0.449103203249706,0.0649517235798432,0.00915280502925638,-177.948898935514,-171.16085930439
68,7033,"Id","Other","Good",0.408602874237796,0.0510425549043951,0.185410176661491,-55.5330434043632,-48.8745202888349
67,7034,"Val","Self","Bad",0.386220958703987,0.0496452693475053,0.0375473985772475,-176.042438614113,-169.42836075594
69,7034,"Val","Self","Good",0.429013309183131,0.0707945166579234,0.036166787264247,-146.020458022763,-139.318138508971
69,7034,"Val","Other","Bad",0.356374308315957,0.0326233276949177,0.118979492745963,-118.893845202904,-112.191525689112
70,7034,"Val","Other","Good",0.347970925784801,0.0367580298982149,0.0624150991444182,-174.924615709901,-168.179129983753
54,7034,"Id","Self","Bad",0.365584665580748,0.0430157130921764,0.109573504540903,-89.9331643496216,-83.9662122099288
69,7034,"Id","Self","Good",0.400247540314192,0.0500441686275406,0.0922142220322042,-121.539788203318,-114.837468689527
68,7034,"Id","Other","Bad",0.365905661328211,0.0632660600200568,0.107053822424162,-103.204936428645,-96.5464133131167
58,7034,"Id","Other","Good",0.36797091738772,0.0421459123508487,0.0805076339459377,-118.053599793112,-111.872270761473
